experiment,run_id,workload,hosts,concurrency,count,seed,total_time_s,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,duration
"exp3-c64-l-zipf",3,"read (rows=10000 size=64 batch=1 block=100 dist=zipf skew=1)","34.159.185.128:9601;34.89.229.69:9602;34.141.117.22:9603;34.40.68.178:9604;35.246.251.200:9605",64,100000,16791084677885396490,30.787,429597,13953.831,0.000511,31.571967,43.188223,123.011071,375923,53674,0.875060,30.0
