time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
1.000,0.941,941,940.939,16.072703,20.643839,44.630015,46.333951
2.000,1.873,1873,936.421,16.703487,20.398079,34.340863,46.333951
3.000,2.792,2792,930.584,17.170431,20.234239,34.242559,46.333951
4.000,3.783,3783,945.673,16.596991,20.201471,30.031871,46.333951
5.000,4.649,4649,929.722,17.203199,20.217855,28.459007,46.333951
6.000,5.491,5491,915.091,17.252351,20.414463,32.866303,77.529087
7.001,6.470,6470,924.194,16.793599,20.512767,33.587199,77.529087
8.001,7.541,7541,942.532,16.211967,20.398079,32.833535,77.529087
9.001,8.486,8486,942.794,16.211967,20.398079,33.013759,77.529087
10.001,9.338,9338,933.710,16.343039,20.414463,33.718271,99.680255
11.001,10.254,10254,932.095,16.482303,20.365311,32.866303,99.680255
12.001,11.235,11235,936.166,16.310271,20.332543,32.833535,231.866367
13.001,12.367,12367,951.214,15.917055,20.250623,31.195135,231.866367
14.001,13.529,13529,966.255,15.564799,20.201471,30.261247,231.866367
15.002,14.623,14623,974.757,15.286271,20.168703,30.883839,231.866367
16.002,15.794,15794,987.013,15.048703,20.135935,30.064639,231.866367
17.002,16.957,16957,997.361,14.868479,20.119551,29.868031,231.866367
18.002,17.440,17440,968.787,14.901247,20.168703,49.217535,231.866367
19.002,18.527,18527,974.998,14.745599,20.152319,49.381375,231.866367
20.002,19.596,19596,979.687,14.753791,20.152319,46.235647,231.866367
21.003,20.407,20407,971.646,14.819327,20.168703,49.545215,231.866367
22.003,21.288,21288,967.518,14.934015,20.185087,49.381375,231.866367
23.003,21.956,21956,954.488,14.991359,20.250623,54.525951,231.866367
24.003,22.765,22765,948.425,15.138815,20.250623,54.525951,231.866367
25.003,23.608,23608,944.206,15.286271,20.283391,53.641215,231.866367
26.003,24.516,24516,942.811,15.384575,20.299775,52.396031,231.866367
27.003,25.426,25426,941.593,15.441919,20.332543,52.330495,231.866367
28.003,26.031,26031,929.567,15.458303,20.430847,54.657023,292.028415
29.004,27.265,27265,940.057,15.212543,20.348927,54.591487,292.028415
30.004,28.405,28405,946.713,15.106047,20.316159,54.460415,292.028415
31.004,29.405,29405,948.430,15.106047,20.299775,53.739519,292.028415
32.004,29.941,29941,935.541,15.155199,20.316159,58.654719,292.028415
33.004,30.926,30926,937.037,15.171583,20.316159,54.951935,292.028415
34.004,31.810,31810,935.476,15.237119,20.316159,54.722559,292.028415
35.004,32.767,32767,936.089,15.261695,20.316159,54.657023,292.028415
36.004,33.783,33783,938.304,15.253503,20.299775,54.558719,292.028415
37.004,34.862,34862,942.105,15.212543,20.283391,54.394879,292.028415
38.005,35.809,35809,942.229,15.237119,20.299775,53.673983,292.028415
39.005,36.830,36830,944.243,15.228927,20.283391,53.542911,292.028415
40.005,37.692,37692,942.186,15.253503,20.299775,54.493183,292.028415
41.005,38.371,38371,935.766,15.327231,20.299775,54.951935,292.028415
42.005,39.406,39406,938.125,15.286271,20.299775,54.657023,292.028415
43.005,40.396,40396,939.330,15.302655,20.299775,54.624255,292.028415
44.005,41.447,41447,941.863,15.253503,20.283391,54.525951,292.028415
45.005,42.647,42647,947.597,15.147007,20.250623,53.870591,292.028415
46.005,43.846,43846,953.060,15.048703,20.234239,53.608447,292.028415
47.006,45.039,45039,958.164,14.950399,20.217855,52.396031,292.028415
48.006,46.254,46254,963.509,14.852095,20.201471,51.773439,292.028415
49.006,47.076,47076,960.619,14.811135,20.201471,54.525951,292.028415
50.006,48.299,48299,965.865,14.729215,20.168703,53.805055,292.028415
51.006,49.451,49451,969.512,14.671871,20.168703,53.542911,292.028415
52.006,50.648,50648,973.882,14.589951,20.152319,52.396031,292.028415
53.006,51.820,51820,977.619,14.540799,20.135935,51.773439,292.028415
54.006,53.017,53017,981.680,14.483455,20.135935,51.249151,292.028415
55.006,54.232,54232,985.920,14.434303,20.119551,50.823167,292.028415
56.007,55.333,55333,987.971,14.409727,20.119551,50.561023,292.028415
57.007,56.024,56024,982.761,14.417919,20.119551,53.641215,292.028415
58.007,56.951,56951,981.798,14.442495,20.135935,53.510143,292.028415
59.007,57.966,57966,982.360,14.450687,20.135935,52.428799,292.028415
60.007,58.831,58831,980.404,14.458879,20.135935,53.477375,292.028415
61.007,59.862,59862,981.230,14.458879,20.135935,52.396031,292.028415
62.007,60.865,60865,981.578,14.467071,20.135935,52.330495,292.028415
63.007,61.848,61848,981.598,14.483455,20.135935,51.707903,292.028415
64.008,62.708,62708,979.697,14.491647,20.135935,52.363263,292.028415
65.008,63.665,63665,979.345,14.508031,20.135935,51.773439,292.028415
66.008,64.724,64724,980.549,14.508031,20.135935,51.249151,292.028415
67.008,65.721,65721,980.794,14.508031,20.135935,51.019775,292.028415
68.008,66.730,66730,981.208,14.516223,20.135935,50.561023,292.028415
