time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
80.011,72.041,72041,900.386,16.924671,20.561919,53.673983,254.410751
81.011,73.140,73140,902.837,16.842751,20.545535,52.232191,254.410751
82.011,74.276,74276,905.678,16.744447,20.529151,51.642367,254.410751
83.012,75.421,75421,908.560,16.621567,20.512767,50.495487,254.410751
84.012,76.608,76608,911.873,16.490495,20.496383,49.938431,254.410751
85.012,77.809,77809,915.271,16.383999,20.479999,49.545215,254.410751
86.012,78.975,78975,918.186,16.285695,20.463615,49.381375,254.410751
87.012,80.138,80138,920.998,16.195583,20.447231,49.250303,254.410751
88.012,81.296,81296,923.690,16.121855,20.430847,49.086463,254.410751
89.012,82.520,82520,927.062,16.023551,20.414463,47.972351,254.410751
90.012,83.646,83646,929.272,15.974399,20.414463,47.611903,254.410751
91.013,84.509,84509,928.541,15.990783,20.414463,47.972351,254.410751
92.013,85.350,85350,927.588,16.007167,20.430847,47.972351,254.410751
93.013,86.332,86332,928.172,15.990783,20.430847,47.972351,254.410751
94.013,87.245,87245,928.010,15.990783,20.430847,47.284223,254.410751
95.013,88.262,88262,928.946,15.974399,20.430847,46.825471,254.410751
96.013,89.371,89371,930.821,15.917055,20.414463,46.694399,254.410751
97.013,90.615,90615,934.048,15.818751,20.414463,46.202879,254.410751
98.013,91.591,91591,934.475,15.826943,20.398079,46.170111,254.410751
99.013,92.393,92393,933.136,15.876095,20.398079,46.202879,254.410751
100.013,93.346,93346,933.334,15.876095,20.398079,46.137343,254.410751
101.014,94.237,94237,932.914,15.908863,20.398079,46.039039,254.410751
102.014,95.105,95105,932.276,15.941631,20.398079,45.711359,254.410751
103.014,96.046,96046,932.360,15.949823,20.398079,45.645823,254.410751
104.014,97.075,97075,933.287,15.908863,20.398079,45.711359,254.410751
105.014,98.239,98239,935.483,15.826943,20.381695,44.662783,254.410751
106.014,99.329,99329,936.940,15.785983,20.381695,44.335103,254.410751
106.708,100.000,100000,937.138,15.785983,20.381695,43.941887,254.410751
