time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
1.000,0.819,819,818.946,19.988479,21.200895,27.475967,29.540351
2.000,1.949,1949,974.423,16.302079,20.332543,26.836991,30.146559
3.000,3.035,3035,1011.593,14.639103,20.185087,27.475967,77.201407
4.000,3.933,3933,983.181,14.499839,20.201471,75.300863,130.875391
5.000,4.901,4901,980.104,14.409727,20.135935,75.563007,130.875391
6.001,6.021,6021,1003.392,14.278655,20.070399,52.461567,130.875391
7.001,7.055,7055,1007.754,14.368767,20.086783,48.791551,130.875391
8.001,7.912,7912,988.904,14.704639,20.283391,42.369023,130.875391
9.001,8.842,8842,982.338,14.909439,20.283391,41.091071,130.875391
10.001,9.836,9836,983.484,14.860287,20.283391,39.518207,233.177087
11.001,10.869,10869,987.967,14.794751,20.250623,41.353215,233.177087
12.002,11.908,11908,992.203,14.712831,20.217855,41.451519,233.177087
13.002,12.965,12965,997.182,14.696447,20.201471,41.123839,233.177087
14.002,14.094,14094,1006.592,14.606335,20.135935,39.682047,233.177087
15.002,14.840,14840,989.218,14.606335,20.152319,46.235647,233.177087
16.002,15.886,15886,992.759,14.606335,20.152319,44.924927,233.177087
17.002,16.931,16931,995.820,14.614527,20.135935,41.385983,233.177087
18.002,18.053,18053,1002.817,14.548991,20.086783,41.091071,233.177087
19.002,19.216,19216,1011.243,14.458879,20.054015,39.124991,233.177087
20.002,20.327,20327,1016.225,14.450687,20.021247,37.879807,233.177087
21.003,21.255,21255,1012.015,14.442495,20.037631,40.730623,233.177087
22.003,22.324,22324,1014.601,14.409727,20.021247,40.665087,233.177087
23.003,23.461,23461,1019.913,14.352383,19.988479,38.469631,233.177087
24.003,24.582,24582,1024.116,14.319615,19.972095,37.650431,233.177087
25.003,25.681,25681,1027.109,14.295039,19.955711,36.732927,233.177087
26.003,26.600,26600,1022.949,14.327807,19.972095,39.124991,233.177087
27.003,27.658,27658,1024.239,14.319615,19.955711,38.436863,233.177087
28.004,28.625,28625,1022.188,14.335999,19.972095,40.763391,233.177087
29.004,29.706,29706,1024.214,14.319615,19.972095,40.599551,233.177087
30.004,30.805,30805,1026.704,14.303231,19.955711,38.502399,233.177087
31.004,31.855,31855,1027.449,14.303231,19.955711,37.879807,233.177087
32.004,32.786,32786,1024.429,14.311423,19.955711,41.123839,233.177087
33.004,33.856,33856,1025.807,14.303231,19.955711,40.730623,233.177087
34.005,34.928,34928,1027.158,14.303231,19.955711,39.518207,233.177087
35.005,35.961,35961,1027.321,14.311423,19.939327,38.502399,233.177087
36.005,37.059,37059,1029.282,14.295039,19.922943,37.879807,233.177087
37.005,38.131,38131,1030.434,14.295039,19.906559,36.995071,233.177087
38.005,39.081,39081,1028.316,14.319615,19.922943,37.617663,233.177087
39.005,40.221,40221,1031.174,14.278655,19.906559,36.831231,233.177087
40.005,41.284,41284,1031.968,14.286847,19.890175,35.749887,233.177087
41.005,42.317,42317,1031.992,14.295039,19.906559,34.766847,233.177087
42.005,43.276,43276,1030.251,14.286847,19.906559,37.945343,233.177087
43.005,44.357,44357,1031.430,14.278655,19.890175,37.126143,233.177087
44.006,45.400,45400,1031.688,14.295039,19.873791,36.274175,233.177087
45.006,46.483,46483,1032.827,14.286847,19.841023,35.356671,233.177087
46.006,47.461,47461,1031.634,14.278655,19.841023,38.436863,233.177087
47.006,48.431,48431,1030.321,14.278655,19.841023,39.944191,233.177087
48.006,49.542,49542,1032.000,14.254079,19.808255,39.518207,233.177087
49.006,50.639,50639,1033.322,14.245887,19.808255,38.436863,233.177087
50.006,51.593,51593,1031.735,14.254079,19.824639,39.911423,233.177087
51.006,52.692,52692,1033.052,14.245887,19.791871,38.567935,233.177087
52.006,53.705,53705,1032.663,14.245887,19.808255,38.502399,233.177087
53.006,54.690,54690,1031.762,14.245887,19.824639,39.878655,233.177087
54.007,55.712,55712,1031.577,14.245887,19.824639,38.567935,233.177087
55.007,56.685,56685,1030.510,14.237695,19.841023,40.665087,233.177087
56.007,57.680,57680,1029.875,14.237695,19.857407,40.730623,233.177087
57.007,58.658,58658,1028.961,14.245887,19.890175,40.665087,233.177087
58.007,59.641,59641,1028.168,14.270463,19.890175,40.599551,233.177087
59.007,60.447,60447,1024.401,14.311423,19.939327,40.665087,233.177087
60.008,61.459,61459,1024.188,14.311423,19.955711,40.665087,233.177087
61.008,62.435,62435,1023.396,14.319615,19.955711,40.665087,233.177087
62.008,63.333,63333,1021.373,14.344191,19.988479,40.665087,233.177087
63.008,64.161,64161,1018.303,14.368767,20.021247,40.927231,233.177087
64.008,65.104,65104,1017.126,14.385151,20.037631,40.927231,233.177087
65.008,66.216,66216,1018.582,14.368767,20.021247,40.796159,233.177087
66.008,67.221,67221,1018.375,14.385151,20.021247,40.730623,233.177087
67.008,68.367,68367,1020.277,14.360575,20.004863,40.665087,233.177087
68.009,69.467,69467,1021.446,14.352383,20.004863,40.599551,233.177087
69.009,70.514,70514,1021.814,14.360575,19.988479,40.009727,233.177087
70.009,71.661,71661,1023.601,14.344191,19.972095,39.944191,233.177087
71.009,72.708,72708,1023.930,14.344191,19.972095,39.813119,233.177087
72.009,73.783,73783,1024.636,14.344191,19.972095,39.452671,233.177087
73.009,74.896,74896,1025.843,14.335999,19.955711,38.797311,233.177087
74.009,76.060,76060,1027.709,14.319615,19.922943,38.502399,233.177087
75.009,77.135,77135,1028.337,14.319615,19.922943,38.404095,233.177087
76.010,78.288,78288,1029.975,14.303231,19.906559,38.338559,233.177087
77.010,79.437,79437,1031.518,14.286847,19.857407,37.945343,233.177087
78.010,80.539,80539,1032.418,14.286847,19.841023,37.879807,233.177087
79.010,81.586,81586,1032.599,14.286847,19.841023,37.912575,233.177087
80.010,82.743,82743,1034.153,14.270463,19.808255,37.781503,233.177087
81.011,83.855,83855,1035.111,14.270463,19.775487,37.552127,233.177087
82.011,84.955,84955,1035.901,14.262271,19.759103,37.388287,233.177087
83.011,86.065,86065,1036.793,14.254079,19.742719,37.257215,233.177087
84.011,87.175,87175,1037.663,14.245887,19.726335,37.027839,233.177087
85.011,88.307,88307,1038.772,14.245887,19.693567,36.732927,233.177087
86.011,89.361,89361,1038.948,14.245887,19.693567,36.372479,233.177087
87.011,90.483,90483,1039.900,14.237695,19.677183,35.979263,233.177087
88.011,91.404,91404,1038.547,14.254079,19.775487,35.815423,233.177087
89.012,92.221,92221,1036.055,14.286847,19.873791,35.454975,233.177087
90.012,93.155,93155,1034.921,14.295039,19.890175,35.422207,234.356735
91.012,94.029,94029,1033.149,14.295039,19.890175,35.946495,242.352127
92.012,95.137,95137,1033.962,14.286847,19.857407,35.586047,242.352127
93.012,96.270,96270,1035.026,14.286847,19.841023,35.356671,242.352127
94.012,97.441,97441,1036.470,14.270463,19.808255,35.127295,242.352127
95.013,98.477,98477,1036.463,14.278655,19.808255,34.996223,242.352127
96.013,99.577,99577,1037.123,14.270463,19.791871,34.701311,242.352127
96.620,100.000,100000,1034.984,14.270463,19.808255,35.291135,242.352127
