time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
1.000,1.010,1010,1009.926,15.130623,21.757951,30.507007,36.241407
2.000,2.031,2031,1015.428,15.114239,21.118975,28.098559,36.241407
3.000,3.089,3089,1029.605,14.917631,20.332543,26.689535,36.241407
4.000,4.114,4114,1028.427,14.966783,20.447231,25.673727,36.241407
5.000,4.924,4924,984.732,15.097855,21.479423,43.417599,92.667903
6.000,5.965,5965,994.100,15.024127,21.118975,40.992767,92.667903
7.000,7.017,7017,1002.359,15.007743,20.807679,34.668543,92.667903
8.001,8.031,8031,1003.806,15.032319,20.627455,33.013759,92.667903
9.001,8.961,8961,995.594,15.163391,20.971519,31.293439,92.667903
10.001,9.804,9804,980.325,15.237119,21.135359,39.223295,114.491391
11.001,10.726,10726,975.016,15.245311,21.250047,41.484287,114.491391
12.001,11.713,11713,975.998,15.286271,21.233663,38.502399,114.491391
13.001,12.570,12570,966.837,15.335423,21.348351,43.417599,114.491391
14.001,13.438,13438,959.774,15.327231,21.331967,46.170111,162.136063
15.001,14.392,14392,959.384,15.343615,21.397503,43.450367,162.136063
16.001,15.361,15361,959.980,15.351807,21.430271,43.384831,162.136063
17.002,16.272,16272,957.088,15.351807,21.463039,43.515903,162.136063
18.002,17.338,17338,963.130,15.319039,21.250047,42.958847,162.136063
19.002,18.414,18414,969.060,15.261695,21.118975,41.484287,162.136063
20.002,19.464,19464,973.103,15.212543,21.069823,40.108031,162.136063
21.002,20.406,20406,971.613,15.220735,21.151743,41.549823,162.136063
22.002,21.272,21272,966.808,15.269887,21.348351,42.106879,162.136063
23.002,22.289,22289,968.982,15.245311,21.348351,41.484287,162.136063
24.003,23.262,23262,969.141,15.228927,21.446655,40.861695,162.136063
25.003,24.246,24246,969.728,15.253503,21.463039,40.108031,162.136063
26.003,25.206,25206,969.346,15.220735,21.364735,41.484287,162.136063
27.003,26.294,26294,973.733,15.179775,21.233663,40.861695,162.136063
28.003,27.331,27331,975.988,15.163391,21.168127,40.108031,162.136063
29.004,28.434,28434,980.361,15.106047,21.053439,39.124991,162.136063
30.004,29.508,29508,983.479,15.081471,20.987903,38.207487,162.136063
31.004,30.585,30585,986.489,15.048703,20.938751,37.781503,162.136063
32.004,31.519,31519,984.846,15.081471,21.020671,37.519359,162.136063
33.004,32.461,32461,983.542,15.073279,21.053439,38.436863,162.136063
34.004,33.550,33550,986.641,15.048703,20.971519,37.814271,162.136063
35.004,34.405,34405,982.875,15.040511,20.987903,39.813119,162.136063
36.005,35.379,35379,982.626,15.065087,21.004287,39.124991,162.136063
37.005,36.377,36377,983.040,15.065087,21.037055,38.404095,162.136063
38.005,37.266,37266,980.560,15.065087,21.037055,40.108031,162.136063
39.005,38.286,38286,981.569,15.065087,21.037055,39.223295,162.136063
40.005,39.180,39180,979.375,15.122431,21.020671,38.502399,162.136063
41.005,40.026,40026,976.121,15.179775,21.053439,37.978111,162.136063
42.005,41.047,41047,977.188,15.155199,21.020671,37.814271,238.944255
43.005,42.077,42077,978.414,15.147007,21.004287,37.584895,238.944255
44.005,43.163,43163,980.858,15.114239,20.971519,37.191679,238.944255
45.005,44.209,44209,982.304,15.097855,20.955135,37.093375,238.944255
46.005,45.175,45175,981.948,15.122431,20.987903,36.765695,238.944255
47.006,46.263,46263,984.200,15.089663,20.955135,36.601855,238.944255
48.006,47.311,47311,985.525,15.081471,20.938751,36.044799,238.944255
49.006,48.310,48310,985.799,15.073279,20.938751,35.880959,238.944255
50.006,48.973,48973,979.339,15.081471,21.004287,38.502399,238.944255
51.006,49.501,49501,970.488,15.106047,21.217279,45.187071,238.944255
52.006,50.002,50002,961.460,15.122431,21.364735,48.726015,238.944255
53.006,51.013,51013,962.393,15.122431,21.331967,47.611903,238.944255
54.006,51.996,51996,962.774,15.130623,21.331967,47.579135,238.944255
55.007,52.551,52551,955.359,15.138815,21.479423,51.085311,238.944255
56.007,52.958,52958,945.565,15.163391,21.692415,55.738367,238.944255
57.007,53.133,53133,932.046,15.171583,21.823487,64.028671,238.944255
58.007,53.824,53824,927.889,15.187967,21.938175,63.635455,238.944255
59.007,54.821,54821,929.059,15.196159,21.905407,63.504383,238.944255
60.007,55.873,55873,931.107,15.187967,21.856255,63.176703,238.944255
61.007,56.919,56919,932.989,15.171583,21.790719,62.423039,238.944255
62.007,57.958,57958,934.698,15.163391,21.774335,62.128127,238.944255
63.007,59.003,59003,936.448,15.138815,21.725183,61.276159,238.944255
64.007,60.010,60010,937.549,15.147007,21.692415,61.177855,238.944255
65.007,60.696,60696,933.678,15.171583,21.839871,61.439999,238.944255
66.007,61.459,61459,931.091,15.179775,21.889023,63.176703,238.944255
67.008,62.387,62387,931.044,15.179775,21.905407,62.455807,238.944255
68.008,63.299,63299,930.763,15.196159,21.938175,62.357503,238.944255
69.008,64.335,64335,932.285,15.187967,21.905407,61.833215,238.944255
70.008,65.257,65257,932.137,15.212543,21.905407,61.276159,238.944255
71.008,66.177,66177,931.966,15.228927,21.889023,61.177855,238.944255
72.008,67.242,67242,933.812,15.220735,21.856255,60.424191,238.944255
73.008,68.230,68230,934.553,15.220735,21.839871,59.375615,243.793919
74.008,69.221,69221,935.316,15.228927,21.807103,59.244543,243.793919
75.008,70.204,70204,935.951,15.237119,21.790719,58.490879,243.793919
76.008,71.142,71142,935.976,15.253503,21.807103,58.261503,243.793919
77.008,72.061,72061,935.755,15.269887,21.807103,57.769983,243.793919
78.008,73.013,73013,935.962,15.278079,21.790719,57.409535,243.793919
79.009,73.855,73855,934.772,15.294463,21.839871,57.769983,243.793919
80.009,74.685,74685,933.462,15.302655,21.921791,57.376767,243.793919
81.009,75.314,75314,929.703,15.327231,22.020095,59.146239,243.793919
82.009,76.230,76230,929.534,15.335423,22.003711,58.490879,243.793919
83.009,77.047,77047,928.178,15.351807,22.069247,58.327039,243.793919
84.009,77.876,77876,926.996,15.368191,22.167551,58.261503,243.793919
85.009,78.949,78949,928.712,15.351807,22.134783,57.769983,243.793919
86.009,79.980,79980,929.901,15.335423,22.118399,57.376767,243.793919
87.009,81.031,81031,931.291,15.319039,22.069247,56.819711,243.793919
88.009,82.044,82044,932.219,15.310847,22.069247,56.786943,243.793919
89.009,83.057,83057,933.126,15.302655,22.036479,56.262655,243.793919
90.010,84.103,84103,934.378,15.294463,22.020095,55.934975,243.793919
91.010,84.963,84963,933.558,15.302655,22.069247,55.115775,243.793919
92.010,85.953,85953,934.171,15.302655,22.069247,54.755327,243.793919
93.010,86.976,86976,935.124,15.302655,22.036479,54.525951,243.793919
94.010,87.838,87838,934.346,15.319039,22.102015,54.296575,243.793919
95.010,88.605,88605,932.583,15.327231,22.167551,55.050239,243.793919
96.010,89.626,89626,933.504,15.319039,22.151167,54.591487,243.793919
97.010,90.653,90653,934.467,15.319039,22.118399,54.460415,243.793919
98.011,91.500,91500,933.573,15.319039,22.118399,56.197119,243.793919
99.011,92.609,92609,935.344,15.294463,22.069247,55.377919,243.793919
100.011,93.600,93600,935.899,15.294463,22.069247,54.853631,243.793919
101.011,94.659,94659,937.116,15.286271,22.036479,54.558719,243.793919
102.011,95.563,95563,936.789,15.302655,22.020095,54.394879,243.793919
103.011,96.467,96467,936.470,15.310847,22.003711,54.296575,243.793919
