time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,626.200,626.143,9.573,12.714,17.051,71.487,296.200,334.000,0.470,3.333,612.789,612.726,9.218,12.257,14.835,58.197,295.645,320.920,0.461,3.334,639.611,639.560,9.928,13.171,19.266,84.776,296.755,347.080,0.480
2,6.667,1292.800,646.329,9.468,12.630,15.804,71.487,613.200,683.600,0.472,6.667,1214.546,607.189,8.648,12.181,15.110,58.197,557.125,654.504,0.456,6.668,1371.054,685.469,10.289,13.079,16.498,84.776,669.275,712.696,0.489
3,10.001,1981.400,660.394,9.182,12.534,15.740,106.843,971.400,1020.400,0.488,10.001,1829.399,609.742,8.726,11.999,13.918,15.698,915.599,938.442,0.479,10.002,2133.401,711.047,9.637,13.069,17.562,197.989,1027.201,1102.358,0.497
4,13.335,2677.200,669.236,9.101,12.529,15.309,106.843,1311.000,1370.200,0.489,13.334,2471.047,617.704,8.438,11.964,14.219,15.698,1206.389,1267.603,0.485,13.335,2883.353,720.768,9.764,13.094,16.399,197.989,1415.611,1472.797,0.493
5,16.668,3334.800,666.892,9.123,12.589,15.750,111.706,1630.400,1708.400,0.488,16.668,3114.717,622.886,8.641,12.019,14.809,22.281,1519.289,1595.534,0.482,16.669,3554.883,710.899,9.604,13.160,16.690,201.132,1741.511,1821.266,0.494
6,20.002,3999.600,666.530,8.943,12.614,16.563,113.751,1969.600,2034.000,0.492,20.002,3745.462,624.187,8.242,12.066,14.161,24.447,1832.584,1915.036,0.487,20.003,4253.738,708.872,9.645,13.162,18.964,203.055,2106.616,2152.964,0.497
7,23.336,4631.200,661.531,9.076,12.655,17.329,113.751,2289.600,2366.200,0.492,23.335,4302.921,614.642,8.272,12.101,12.568,24.447,2136.518,2222.427,0.486,23.336,4959.479,708.420,9.880,13.209,22.091,203.055,2442.682,2509.973,0.497
8,26.669,5331.000,666.306,8.930,12.652,17.270,113.751,2648.400,2706.400,0.495,26.669,5003.870,625.419,8.476,12.120,12.464,24.447,2505.816,2543.698,0.492,26.670,5658.130,707.193,9.384,13.183,22.076,203.055,2790.984,2869.102,0.498
9,30.003,6013.800,668.128,8.905,12.663,17.203,113.751,2968.400,3049.400,0.493,30.003,5656.491,628.426,8.278,12.127,12.717,24.447,2783.339,2876.327,0.491,30.003,6371.109,707.830,9.531,13.199,21.690,203.055,3153.461,3222.473,0.496
10,33.337,6720.000,671.927,8.766,12.657,17.110,113.751,3328.400,3395.600,0.495,33.336,6305.223,630.449,7.969,12.103,12.791,24.447,3101.987,3206.095,0.491,33.338,7134.777,713.404,9.564,13.211,21.428,203.055,3554.813,3585.105,0.499
11,36.670,7408.400,673.421,8.778,12.650,16.851,113.751,3668.400,3744.200,0.495,36.670,7017.515,637.885,8.297,12.101,13.075,24.447,3483.339,3536.644,0.492,36.671,7799.285,708.956,9.258,13.199,20.627,203.055,3853.461,3951.756,0.497
12,40.004,8116.200,676.278,8.682,12.629,16.730,113.751,4028.400,4092.000,0.496,40.003,7671.975,639.259,8.002,12.098,13.150,24.447,3801.987,3872.916,0.494,40.005,8560.425,713.298,9.361,13.159,20.309,203.055,4254.813,4311.084,0.498
13,43.338,8782.800,675.530,8.789,12.622,16.582,113.751,4367.600,4439.000,0.496,43.337,8284.102,637.167,7.999,12.115,13.421,24.447,4127.572,4213.111,0.493,43.339,9281.498,713.892,9.579,13.130,19.744,203.055,4607.628,4664.889,0.499
14,46.672,9489.400,677.745,8.696,12.606,16.486,113.751,4707.600,4785.800,0.496,46.671,9030.340,644.954,8.093,12.136,13.628,24.447,4484.235,4548.598,0.494,46.672,9948.460,710.536,9.298,13.075,19.344,203.055,4930.965,5023.002,0.498
15,50.005,10171.400,678.023,8.722,12.609,16.328,113.751,5048.000,5130.000,0.496,50.004,9655.494,643.628,8.066,12.157,13.872,24.447,4780.559,4881.495,0.494,50.006,10687.306,712.419,9.378,13.062,18.785,203.055,5315.441,5378.505,0.498
16,53.339,10839.400,677.392,8.737,12.626,16.202,113.751,5374.400,5469.000,0.496,53.338,10366.452,647.831,8.180,12.199,14.090,24.447,5156.046,5214.035,0.494,53.340,11312.348,706.954,9.293,13.052,18.314,203.055,5592.754,5723.965,0.497
17,56.672,11463.400,674.249,8.939,12.617,16.120,113.751,5648.800,5818.800,0.493,56.671,10995.385,646.716,8.387,12.199,14.235,24.447,5446.991,5552.276,0.490,56.674,11931.415,701.782,9.491,13.036,18.006,203.055,5850.609,6085.324,0.495
18,60.006,12069.600,670.465,9.090,12.609,16.076,113.751,5909.800,6168.600,0.489,60.005,11591.624,643.908,8.551,12.201,14.321,24.447,5712.250,5887.255,0.486,60.007,12547.576,697.023,9.629,13.017,17.831,203.055,6107.350,6449.945,0.492
19,63.340,12686.400,667.636,9.188,12.598,16.014,113.751,6171.200,6520.600,0.486,63.339,12206.963,642.400,8.675,12.192,14.435,24.447,5984.486,6226.181,0.482,63.341,13165.837,692.873,9.701,13.003,17.592,203.055,6357.914,6815.019,0.490
20,66.674,13255.000,662.676,9.298,12.601,15.914,113.751,6395.600,6868.000,0.482,66.673,12767.632,638.298,8.816,12.204,14.591,24.447,6215.176,6559.368,0.478,66.676,13742.368,687.055,9.780,12.998,17.237,203.055,6576.024,7176.632,0.486
21,70.008,13798.400,656.994,9.414,12.614,15.894,113.751,6595.600,7212.200,0.478,70.006,13280.981,632.346,8.930,12.222,14.604,24.447,6401.102,6890.671,0.474,70.010,14315.819,681.643,9.899,13.006,17.184,203.055,6790.098,7533.729,0.482
22,73.342,14340.400,651.765,9.508,12.606,15.881,113.751,6784.800,7561.400,0.473,73.340,13814.395,627.847,9.034,12.228,14.656,24.447,6592.936,7226.138,0.469,73.343,14866.405,675.682,9.981,12.984,17.106,203.055,6976.664,7896.662,0.477
23,76.675,14874.200,646.634,9.576,12.611,15.873,113.751,6968.400,7910.000,0.468,76.673,14363.813,624.436,9.130,12.237,14.705,24.447,6811.438,7555.463,0.463,76.677,15384.587,668.833,10.023,12.984,17.040,203.055,7125.362,8264.537,0.474
24,80.009,15362.000,640.015,9.655,12.622,15.884,113.751,7109.600,8259.000,0.463,80.007,14812.649,617.119,9.215,12.243,14.719,24.447,6935.557,7885.793,0.458,80.010,15911.351,662.912,10.095,13.001,17.050,203.055,7283.643,8632.207,0.468
25,83.342,15882.600,635.237,9.709,12.630,15.861,113.751,7284.800,8604.400,0.459,83.340,15327.538,613.029,9.282,12.252,14.786,24.447,7120.194,8213.828,0.453,83.344,16437.662,657.446,10.136,13.009,16.937,203.055,7449.406,8994.972,0.464
26,86.676,16348.600,628.726,9.778,12.647,15.889,113.751,7406.400,8946.200,0.453,86.675,15773.631,606.608,9.360,12.270,14.863,24.447,7235.527,8541.758,0.448,86.677,16923.569,650.844,10.196,13.023,16.915,203.055,7577.273,9350.642,0.458
27,90.009,16844.600,623.810,9.822,12.655,15.842,113.751,7558.800,9293.000,0.449,90.008,16241.418,601.466,9.395,12.268,14.950,24.447,7375.148,8872.614,0.443,90.011,17447.782,646.153,10.250,13.042,16.733,203.055,7742.452,9713.386,0.454
28,93.343,17331.800,618.929,9.863,12.663,15.863,113.751,7697.800,9638.200,0.444,93.342,16733.535,597.560,9.439,12.276,14.916,24.447,7538.103,9198.956,0.438,93.344,17930.065,640.299,10.287,13.050,16.810,203.055,7857.497,10077.444,0.450
29,96.677,17807.000,613.971,9.911,12.675,15.888,113.751,7829.200,9982.000,0.440,96.676,17160.931,591.691,9.477,12.283,14.937,24.447,7637.460,9527.655,0.435,96.678,18453.069,636.252,10.345,13.066,16.838,203.055,8020.940,10436.345,0.445
30,100.000,18272.400,609.017,9.952,12.688,15.889,113.751,7949.600,10327.400,0.435,100.000,17627.282,587.513,9.524,12.284,15.012,24.447,7778.411,9853.524,0.429,100.000,18917.518,630.522,10.379,13.091,16.766,203.055,8120.789,10801.276,0.441
