time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,2296.600,2296.307,3.235,4.608,6.570,87.609,0.000,0.000,0.000,3.334,2153.194,2152.903,3.072,4.160,5.506,66.451,0.000,0.000,0.000,3.334,2440.006,2439.711,3.398,5.056,7.633,108.766,0.000,0.000,0.000
2,6.667,4771.200,2385.356,3.222,4.601,6.550,87.609,0.000,0.000,0.000,6.667,4463.386,2231.440,3.058,4.099,4.992,66.451,0.000,0.000,0.000,6.668,5079.014,2539.271,3.387,5.104,8.109,108.766,0.000,0.000,0.000
3,10.001,7223.000,2407.413,3.225,4.627,6.560,87.609,0.000,0.000,0.000,10.001,6686.419,2228.567,3.043,4.029,4.637,66.451,0.000,0.000,0.000,10.001,7759.581,2586.259,3.406,5.225,8.483,108.766,0.000,0.000,0.000
4,13.335,9640.000,2409.707,3.232,4.667,6.602,87.609,0.000,0.000,0.000,13.335,8942.042,2235.235,3.075,4.052,4.757,66.451,0.000,0.000,0.000,13.336,10337.958,2584.179,3.388,5.282,8.447,108.766,0.000,0.000,0.000
5,16.668,11969.600,2393.641,3.254,4.731,6.731,87.609,0.000,0.000,0.000,16.668,11113.077,2222.361,3.124,4.077,4.766,66.451,0.000,0.000,0.000,16.669,12826.123,2564.920,3.385,5.385,8.696,108.766,0.000,0.000,0.000
6,20.002,14268.400,2377.771,3.270,4.796,6.856,87.609,0.000,0.000,0.000,20.002,13210.535,2201.534,3.166,4.053,4.706,66.451,0.000,0.000,0.000,20.003,15326.265,2554.008,3.374,5.539,9.006,108.766,0.000,0.000,0.000
7,23.336,16607.600,2372.203,3.279,4.841,6.894,87.609,0.000,0.000,0.000,23.336,15286.558,2183.574,3.188,4.003,4.601,66.451,0.000,0.000,0.000,23.337,17928.642,2560.831,3.369,5.678,9.188,108.766,0.000,0.000,0.000
8,26.670,19058.400,2381.990,3.274,4.826,6.852,87.609,0.000,0.000,0.000,26.669,17532.770,2191.365,3.191,3.980,4.550,66.451,0.000,0.000,0.000,26.671,20584.030,2572.614,3.357,5.672,9.154,108.766,0.000,0.000,0.000
9,30.004,21540.200,2393.049,3.265,4.802,6.816,87.609,0.000,0.000,0.000,30.003,19827.400,2202.812,3.188,3.954,4.501,66.451,0.000,0.000,0.000,30.005,23253.000,2583.287,3.342,5.651,9.130,108.766,0.000,0.000,0.000
10,33.338,23931.800,2392.872,3.269,4.824,6.830,87.609,0.000,0.000,0.000,33.337,21779.575,2177.729,3.175,3.843,4.367,66.451,0.000,0.000,0.000,33.339,26084.025,2608.014,3.362,5.806,9.293,108.766,0.000,0.000,0.000
11,36.671,26426.400,2402.095,3.261,4.793,6.775,87.609,0.000,0.000,0.000,36.670,24129.498,2193.353,3.174,3.857,4.351,66.451,0.000,0.000,0.000,36.673,28723.302,2610.836,3.348,5.729,9.198,108.766,0.000,0.000,0.000
12,40.005,28915.600,2409.329,3.251,4.777,6.752,87.609,0.000,0.000,0.000,40.004,26555.645,2212.720,3.179,3.866,4.341,66.451,0.000,0.000,0.000,40.006,31275.555,2605.939,3.323,5.688,9.163,108.766,0.000,0.000,0.000
13,43.339,31461.000,2419.772,3.244,4.742,6.710,87.609,0.000,0.000,0.000,43.338,28997.426,2230.305,3.173,3.888,4.329,66.451,0.000,0.000,0.000,43.340,33924.574,2609.239,3.314,5.596,9.091,108.766,0.000,0.000,0.000
14,46.672,33998.400,2428.153,3.237,4.710,6.664,87.609,0.000,0.000,0.000,46.671,31431.956,2244.871,3.169,3.906,4.349,66.451,0.000,0.000,0.000,46.674,36564.844,2611.436,3.306,5.513,8.979,108.766,0.000,0.000,0.000
15,50.007,36517.000,2434.148,3.233,4.687,6.611,87.609,0.000,0.000,0.000,50.005,33777.536,2251.575,3.159,3.910,4.332,66.451,0.000,0.000,0.000,50.008,39256.464,2616.721,3.308,5.464,8.890,108.766,0.000,0.000,0.000
16,53.341,39064.200,2441.169,3.229,4.663,6.565,87.609,0.000,0.000,0.000,53.338,36220.490,2263.533,3.157,3.916,4.346,66.451,0.000,0.000,0.000,53.344,41907.910,2618.805,3.300,5.410,8.785,108.766,0.000,0.000,0.000
17,56.674,41571.200,2445.023,3.226,4.653,6.545,87.609,0.000,0.000,0.000,56.671,38476.642,2263.081,3.151,3.898,4.310,66.451,0.000,0.000,0.000,56.678,44665.758,2626.965,3.301,5.409,8.781,108.766,0.000,0.000,0.000
18,60.008,43987.800,2443.430,3.227,4.662,6.563,87.609,0.000,0.000,0.000,60.005,40642.543,2257.667,3.147,3.891,4.312,66.451,0.000,0.000,0.000,60.012,47333.057,2629.192,3.306,5.433,8.813,108.766,0.000,0.000,0.000
