time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,16305.600,16302.505,3.935,8.896,11.815,83.087,7685.400,8753.800,0.468,3.334,14943.211,14941.295,3.772,7.994,10.402,67.084,7144.560,7936.105,0.461,3.334,17667.989,17663.716,4.098,9.797,13.227,99.089,8226.240,9571.495,0.474
2,6.668,78547.000,39265.537,0.001,7.035,10.953,83.087,61272.600,18105.800,0.770,6.667,65930.882,32959.364,0.001,6.350,9.777,67.084,50074.617,16824.094,0.749,6.669,91163.118,45571.710,0.001,7.720,12.129,99.089,72470.583,19387.506,0.791
3,10.002,172925.600,57631.625,0.001,6.013,10.269,83.087,146047.200,27658.800,0.841,10.001,159670.340,53213.402,0.001,5.690,9.520,67.084,134139.538,26288.329,0.836,10.003,186180.860,62049.848,0.001,6.336,11.019,99.089,157954.862,29029.271,0.845
4,13.336,265449.000,66351.337,0.001,5.523,10.066,83.087,229208.600,37024.400,0.861,13.335,247024.320,61746.720,0.001,5.181,9.416,67.084,212723.348,35126.484,0.858,13.337,283873.680,70955.953,0.001,5.865,10.716,99.089,245693.852,38922.316,0.863
5,16.669,359338.600,71856.254,0.001,5.087,9.917,83.087,313670.000,46643.600,0.871,16.669,339835.879,67957.198,0.001,4.758,9.363,67.084,295927.809,44640.207,0.869,16.670,378841.321,75755.309,0.001,5.416,10.471,99.089,331412.191,48646.993,0.872
6,20.003,454073.600,75667.326,0.001,4.771,9.812,83.087,398594.000,56252.600,0.876,20.002,434778.194,72452.286,0.001,4.485,9.391,67.084,381295.369,54284.545,0.875,20.004,473369.006,78882.366,0.001,5.057,10.234,99.089,415892.631,58220.655,0.877
7,23.337,546375.000,78041.738,0.001,4.583,9.783,83.087,481585.200,65652.600,0.880,23.336,522070.658,74571.046,0.001,4.314,9.298,67.084,459918.889,63116.757,0.879,23.338,570679.342,81512.429,0.001,4.851,10.268,99.089,503251.511,68188.443,0.881
8,26.671,639698.400,79949.430,0.001,4.444,9.742,83.087,565507.600,75126.600,0.883,26.670,612436.029,76542.815,0.001,4.210,9.267,67.084,541150.423,72332.205,0.882,26.672,666960.771,83356.044,0.001,4.678,10.216,99.089,589864.777,77920.995,0.883
9,30.005,731774.200,81295.699,0.001,4.345,9.709,83.087,648092.800,84535.600,0.885,30.004,701630.798,77947.741,0.001,4.137,9.261,67.084,620977.548,81459.261,0.884,30.006,761917.602,84643.657,0.001,4.554,10.158,99.089,675208.052,87611.939,0.885
10,33.338,824827.400,82470.355,0.001,4.267,9.645,83.087,731588.000,94064.000,0.886,33.337,794756.772,79464.690,0.001,4.092,9.202,67.084,704611.537,90949.102,0.886,33.340,854898.028,85476.020,0.001,4.442,10.088,99.089,758564.463,97178.898,0.886
11,36.672,920717.600,83689.156,0.001,4.195,9.596,83.087,817781.000,103649.600,0.888,36.671,891382.829,81023.836,0.001,4.050,9.186,67.084,791465.706,100681.773,0.887,36.673,950052.371,86354.476,0.001,4.339,10.006,99.089,844096.294,106617.427,0.888
12,40.006,1014340.600,84516.106,0.001,4.134,9.585,83.087,901979.400,113195.800,0.888,40.005,986148.801,82167.934,0.001,4.012,9.241,67.084,876739.643,110292.108,0.888,40.007,1042532.399,86864.278,0.001,4.256,9.928,99.089,927219.157,116099.492,0.889
13,43.339,1106483.600,85102.027,0.001,4.091,9.590,83.087,984723.200,122583.600,0.889,43.338,1075428.453,82714.194,0.001,3.985,9.234,67.084,956919.879,119402.206,0.889,43.341,1137538.747,87489.861,0.001,4.197,9.945,99.089,1012526.521,125764.994,0.890
14,46.673,1199060.000,85635.293,0.001,4.055,9.585,83.087,1067943.800,132007.600,0.890,46.672,1165479.354,83237.982,0.001,3.967,9.227,67.084,1037962.211,128545.896,0.890,46.674,1232640.646,88032.604,0.001,4.144,9.942,99.089,1097925.389,135469.304,0.890
15,50.007,1289832.800,85977.239,0.001,4.024,9.594,83.087,1149454.600,141314.600,0.891,50.006,1255539.654,83692.466,0.001,3.950,9.242,67.084,1118642.719,137733.646,0.890,50.008,1324125.946,88262.012,0.001,4.098,9.947,99.089,1180266.481,144895.554,0.891
16,53.340,1382114.800,86370.582,0.001,3.992,9.586,83.087,1232182.000,150723.000,0.891,53.339,1343622.895,83966.136,0.001,3.921,9.235,67.084,1197640.260,146823.860,0.891,53.342,1420606.705,88775.027,0.001,4.063,9.937,99.089,1266723.740,154622.140,0.891
17,56.674,1475707.400,86794.522,0.001,3.968,9.583,83.087,1316280.000,160255.800,0.891,56.673,1437037.379,84520.935,0.001,3.904,9.239,67.084,1281527.654,156319.756,0.891,56.675,1514377.421,89068.108,0.001,4.032,9.927,99.089,1351032.346,164191.844,0.892
18,60.008,1571368.600,87286.422,0.001,3.942,9.549,83.087,1402345.600,169984.200,0.892,60.007,1531579.878,85077.112,0.001,3.887,9.198,67.084,1366660.082,165939.442,0.892,60.009,1611157.322,89495.733,0.001,3.997,9.899,99.089,1438031.118,174028.958,0.892
19,63.342,1663234.800,87526.958,0.001,3.922,9.563,83.087,1484720.400,179301.800,0.892,63.341,1619941.300,85249.498,0.001,3.875,9.203,67.084,1445844.032,174908.303,0.892,63.343,1706528.300,89804.417,0.001,3.968,9.924,99.089,1523596.768,183695.297,0.892
20,66.675,1757089.200,87842.627,0.001,3.900,9.560,83.087,1569178.600,188826.800,0.893,66.674,1712132.453,85595.930,0.001,3.853,9.203,67.084,1528743.038,184182.308,0.892,66.677,1802045.947,90089.323,0.001,3.948,9.917,99.089,1609614.162,193471.292,0.893
