time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.346,1395250.400,1389405.076,0.001,0.001,0.001,189.596,1434206.400,1074.200,0.999,3.317,1092918.693,1092956.199,0.001,0.001,0.001,-25.168,1141462.689,1055.925,0.999,3.375,1697582.107,1685853.953,0.001,0.001,0.001,404.360,1726950.111,1092.475,0.999
2,6.683,3120162.600,1556149.143,0.001,0.001,0.001,193.797,3167709.600,1074.200,1.000,6.655,2720317.354,1359966.214,0.001,0.001,0.000,-15.773,2781490.009,1055.925,1.000,6.710,3520007.846,1752332.073,0.001,0.001,0.001,403.366,3553929.191,1092.475,1.000
3,10.028,4850626.600,1612346.525,0.001,0.001,0.001,198.882,4893588.600,1074.200,1.000,9.975,4549580.615,1511997.785,0.001,0.001,0.000,-5.276,4572796.751,1055.925,1.000,10.081,5151672.585,1712695.266,0.001,0.001,0.001,403.040,5214380.449,1092.475,1.000
4,13.364,6681609.800,1666485.594,0.001,0.001,0.001,198.882,6740206.000,1074.200,1.000,13.313,6324363.991,1579842.947,0.001,0.001,0.000,-5.276,6395893.499,1055.925,1.000,13.416,7038855.609,1753128.242,0.001,0.001,0.001,403.040,7084518.501,1092.475,1.000
5,16.699,8487363.000,1694118.509,0.001,0.001,0.001,198.882,8518077.000,1074.200,1.000,16.649,7943466.519,1587191.676,0.001,0.001,0.000,-5.276,7993605.892,1055.925,1.000,16.750,9031259.481,1801045.341,0.001,0.001,0.001,403.040,9042548.108,1092.475,1.000
6,20.038,10384492.800,1727369.345,0.001,0.001,0.001,198.882,10429636.600,1074.200,1.000,19.972,9865393.205,1642936.873,0.001,0.001,0.000,-5.276,9886578.552,1055.925,1.000,20.105,10903592.395,1811801.817,0.001,0.001,0.001,403.040,10972694.648,1092.475,1.000
7,23.377,12155227.800,1733181.902,0.001,0.001,0.001,198.882,12205699.600,1074.200,1.000,23.302,11652768.113,1662733.280,0.001,0.001,0.000,-5.276,11681206.685,1055.925,1.000,23.452,12657687.487,1803630.523,0.001,0.001,0.001,403.040,12730192.515,1092.475,1.000
8,26.715,13787084.200,1720270.803,0.001,0.001,0.001,219.677,13849668.000,1074.200,1.000,26.640,12926749.026,1614127.469,0.001,0.001,0.000,34.291,13017729.802,1055.925,1.000,26.789,14647419.374,1826414.137,0.001,0.001,0.001,405.062,14681606.198,1092.475,1.000
9,30.048,15450492.800,1713885.660,0.001,0.001,0.001,219.677,15500652.600,1074.200,1.000,29.972,14034933.701,1558076.481,0.001,0.001,0.000,34.291,14052810.544,1055.925,1.000,30.125,16866051.899,1869694.840,0.001,0.001,0.001,405.062,16948494.656,1092.475,1.000
10,33.383,16991924.800,1696581.985,0.001,0.001,0.001,220.253,17042012.600,1074.200,1.000,33.308,15136453.490,1512302.378,0.001,0.001,0.000,35.159,15196598.305,1055.925,1.000,33.459,18847396.110,1880861.593,0.001,0.001,0.001,405.348,18887426.895,1092.475,1.000
11,36.720,18546621.600,1683564.485,0.001,0.001,0.001,224.225,18580087.000,1074.200,1.000,36.645,16249863.566,1475677.380,0.001,0.001,0.000,44.055,16297243.015,1055.925,1.000,36.795,20843379.634,1891451.591,0.001,0.001,0.001,404.395,20862930.985,1092.475,1.000
