time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
80.010,43.790,43790,547.308,12.845055,20.086783,21.757951,235.667455
81.010,44.188,44188,545.464,12.886015,20.086783,21.889023,235.667455
82.010,44.590,44590,543.714,12.926975,20.086783,22.020095,235.667455
83.010,44.989,44989,541.969,12.976127,20.103167,22.249471,235.667455
84.010,45.392,45392,540.315,13.025279,20.103167,22.331391,235.667455
85.010,45.801,45801,538.770,13.074431,20.103167,22.429695,235.667455
86.010,46.208,46208,537.237,13.123583,20.103167,22.708223,235.667455
87.011,46.608,46608,535.659,13.172735,20.103167,22.986751,235.667455
88.011,47.016,47016,534.209,13.230079,20.103167,23.035903,235.667455
89.011,47.418,47418,532.723,13.287423,20.119551,23.281663,235.667455
90.011,47.825,47825,531.326,13.344767,20.119551,23.248895,235.667455
91.011,48.233,48233,529.970,13.402111,20.119551,23.281663,235.667455
92.011,48.644,48644,528.677,13.451263,20.119551,23.248895,235.667455
93.011,49.052,49052,527.379,13.508607,20.119551,23.298047,235.667455
94.011,49.461,49461,526.119,13.574143,20.119551,23.281663,235.667455
95.011,49.870,49870,524.885,13.631487,20.119551,23.248895,235.667455
96.011,50.274,50274,523.626,13.697023,20.119551,23.314431,235.667455
97.011,50.675,50675,522.361,13.762559,20.119551,23.314431,235.667455
98.012,51.303,51303,523.439,13.713407,20.119551,23.281663,235.667455
99.012,51.985,51985,525.039,13.631487,20.119551,23.265279,235.667455
100.012,52.407,52407,524.008,13.688831,20.119551,23.281663,235.667455
101.012,52.803,52803,522.740,13.754367,20.119551,23.330815,235.667455
102.012,53.208,53208,521.585,13.828095,20.119551,23.314431,235.667455
103.012,53.624,53624,520.559,13.901823,20.119551,23.347199,235.667455
104.012,54.027,54027,519.428,13.983743,20.119551,23.347199,235.667455
105.013,54.430,54430,518.319,14.057471,20.135935,23.347199,235.667455
106.013,54.842,54842,517.316,14.131199,20.135935,23.330815,235.667455
107.013,55.248,55248,516.274,14.237695,20.135935,23.314431,235.667455
108.013,55.617,55617,514.910,14.303231,20.135935,23.330815,235.667455
109.013,55.844,55844,512.268,14.352383,20.135935,23.412735,235.667455
110.013,56.092,56092,509.865,14.409727,20.135935,23.494655,235.667455
111.014,56.363,56363,507.713,14.467071,20.135935,23.805951,235.667455
112.014,56.627,56627,505.537,14.524415,20.135935,23.953407,235.667455
113.014,56.888,56888,503.373,14.581759,20.135935,24.150015,235.667455
114.014,57.302,57302,502.589,14.524415,20.135935,24.199167,235.667455
115.014,57.715,57715,501.809,14.442495,20.135935,24.264703,235.667455
116.014,57.969,57969,499.673,14.499839,20.135935,24.412159,235.667455
117.014,58.211,58211,497.470,14.548991,20.135935,24.756223,235.667455
118.014,58.583,58583,496.406,14.639103,20.135935,24.854527,235.667455
119.015,58.991,58991,495.662,14.745599,20.152319,24.788991,235.667455
120.015,59.625,59625,496.814,14.606335,20.135935,24.756223,237.764607
121.015,60.307,60307,498.344,14.458879,20.135935,24.608767,237.764607
122.015,60.728,60728,497.710,14.532607,20.135935,24.608767,237.764607
123.015,61.131,61131,496.939,14.622719,20.135935,24.575999,237.764607
124.015,61.532,61532,496.164,14.737407,20.152319,24.543231,237.764607
125.016,61.935,61935,495.419,14.852095,20.152319,24.428543,237.764607
126.016,62.342,62342,494.717,14.974975,20.152319,24.395775,237.764607
127.016,62.745,62745,493.994,15.106047,20.152319,24.379391,237.764607
128.016,63.150,63150,493.298,15.237119,20.152319,24.346623,237.764607
129.016,63.553,63553,492.598,15.368191,20.152319,24.313855,237.764607
130.016,63.954,63954,491.892,15.507455,20.152319,24.346623,237.764607
131.016,64.354,64354,491.190,15.663103,20.152319,24.494079,237.764607
132.017,64.750,64750,490.469,15.802367,20.152319,24.543231,237.764607
133.017,65.151,65151,489.796,15.982591,20.152319,24.477695,237.764607
134.017,65.553,65553,489.141,16.146431,20.152319,24.526847,237.764607
135.017,65.955,65955,488.495,16.310271,20.152319,24.592383,237.764607
136.017,66.359,66359,487.873,16.490495,20.168703,24.592383,237.764607
137.017,66.749,66749,487.158,16.646143,20.168703,24.887295,237.764607
138.017,67.156,67156,486.577,16.908287,20.168703,24.838143,237.764607
139.018,67.543,67543,485.860,17.137663,20.168703,25.083903,237.764607
140.018,67.951,67951,485.303,17.465343,20.168703,25.018367,237.764607
141.018,68.296,68296,484.308,17.743871,20.168703,25.427967,237.764607
142.018,68.657,68657,483.439,18.071551,20.168703,25.640959,237.764607
143.018,69.029,69029,482.660,18.448383,20.168703,26.411007,237.764607
144.018,69.405,69405,481.918,18.694143,20.185087,27.148287,237.764607
145.018,69.772,69772,481.125,18.825215,20.185087,27.279359,237.764607
146.019,70.120,70120,480.213,18.972671,20.185087,29.474815,237.764607
147.019,70.430,70430,479.055,19.087359,20.185087,29.851647,237.764607
148.019,70.832,70832,478.534,19.185663,20.185087,29.851647,237.764607
149.019,71.237,71237,478.040,19.251199,20.185087,29.851647,237.764607
150.019,71.639,71639,477.533,19.333119,20.185087,29.851647,237.764607
151.019,71.917,71917,476.211,19.382271,20.201471,30.015487,237.764607
152.019,72.136,72136,474.519,19.415039,20.201471,30.375935,237.764607
153.020,72.543,72543,474.077,19.464191,20.201471,30.310399,237.764607
154.020,72.945,72945,473.609,19.513343,20.201471,30.277631,237.764607
155.020,73.355,73355,473.198,19.546111,20.201471,30.261247,237.764607
156.020,73.964,73964,474.068,19.480575,20.201471,30.261247,237.764607
157.020,74.649,74649,475.411,19.382271,20.201471,30.228479,237.764607
158.020,75.297,75297,476.503,19.251199,20.185087,30.212095,237.764607
159.020,75.981,75981,477.807,19.136511,20.185087,30.146559,237.764607
160.020,76.641,76641,478.945,18.923519,20.185087,30.113791,237.764607
161.020,77.260,77260,479.815,18.677759,20.185087,30.113791,237.764607
162.021,77.684,77684,479.470,18.792447,20.185087,30.097407,237.764607
163.021,78.097,78097,479.062,18.939903,20.185087,30.113791,237.764607
164.021,78.375,78375,477.836,19.005439,20.185087,30.212095,237.764607
165.021,78.779,78779,477.388,19.120127,20.185087,30.212095,237.764607
166.021,79.182,79182,476.940,19.185663,20.185087,30.212095,237.764607
167.021,79.587,79587,476.509,19.251199,20.185087,30.179327,237.764607
168.021,79.989,79989,476.065,19.316735,20.201471,30.179327,237.764607
169.021,80.396,80396,475.656,19.382271,20.201471,30.146559,237.764607
170.022,80.802,80802,475.246,19.431423,20.201471,30.130175,237.764607
171.022,81.199,81199,474.788,19.464191,20.201471,30.130175,237.764607
172.022,81.615,81615,474.446,19.496959,20.201471,30.113791,237.764607
173.022,82.020,82020,474.045,19.529727,20.201471,30.113791,237.764607
174.022,82.273,82273,472.774,19.546111,20.201471,30.310399,237.764607
175.022,82.432,82432,470.980,19.562495,20.201471,32.014335,237.764607
176.022,82.666,82666,469.634,19.578879,20.201471,35.717119,237.764607
177.022,83.075,83075,469.291,19.595263,20.201471,35.291135,237.764607
178.023,83.485,83485,468.957,19.611647,20.201471,35.258367,237.764607
179.023,83.894,83894,468.622,19.628031,20.201471,35.160063,237.764607
180.023,84.300,84300,468.273,19.644415,20.201471,35.160063,237.764607
181.023,84.700,84700,467.896,19.660799,20.201471,35.028991,237.764607
182.023,85.111,85111,467.582,19.660799,20.201471,34.897919,237.764607
183.024,85.518,85518,467.251,19.677183,20.201471,34.832383,237.764607
184.024,85.914,85914,466.864,19.693567,20.201471,34.308095,237.764607
185.024,86.316,86316,466.513,19.693567,20.201471,34.242559,237.764607
186.024,86.728,86728,466.220,19.709951,20.201471,33.980415,237.764607
187.024,87.001,87001,465.186,19.709951,20.217855,35.782655,237.764607
188.024,87.235,87235,463.956,19.709951,20.217855,37.552127,237.764607
189.024,87.633,87633,463.607,19.726335,20.217855,37.519359,237.764607
190.025,88.039,88039,463.303,19.726335,20.217855,37.355519,237.764607
191.025,88.435,88435,462.951,19.742719,20.217855,37.289983,237.764607
192.025,88.845,88845,462.675,19.742719,20.217855,37.126143,237.764607
193.025,89.244,89244,462.345,19.742719,20.217855,37.289983,237.764607
194.025,89.650,89650,462.054,19.759103,20.217855,37.126143,237.764607
195.025,90.055,90055,461.761,19.759103,20.217855,36.929535,237.764607
196.025,90.441,90441,461.374,19.759103,20.217855,37.126143,237.764607
197.026,90.630,90630,459.991,19.759103,20.217855,39.518207,237.764607
198.026,91.217,91217,460.632,19.759103,20.217855,39.256063,237.764607
199.026,91.795,91795,461.222,19.742719,20.217855,39.321599,237.764607
200.026,92.210,92210,460.990,19.759103,20.217855,39.223295,237.764607
201.026,92.583,92583,460.552,19.759103,20.217855,39.321599,237.764607
202.026,92.719,92719,458.945,19.759103,20.217855,42.532863,237.764607
203.026,93.093,93093,458.527,19.759103,20.217855,42.500095,237.764607
204.026,93.493,93493,458.240,19.759103,20.217855,42.401791,237.764607
205.026,93.904,93904,458.009,19.775487,20.234239,42.303487,237.764607
206.026,94.314,94314,457.776,19.775487,20.234239,42.270719,237.764607
207.027,94.711,94711,457.482,19.775487,20.234239,42.139647,237.764607
208.027,95.114,95114,457.220,19.775487,20.234239,42.041343,237.764607
209.027,95.519,95519,456.970,19.791871,20.234239,41.910271,237.764607
210.027,95.929,95929,456.745,19.791871,20.234239,41.877503,237.764607
211.028,96.334,96334,456.500,19.791871,20.234239,41.811967,237.764607
212.028,96.741,96741,456.266,19.791871,20.234239,41.779199,237.764607
213.028,97.150,97150,456.044,19.791871,20.234239,41.517055,237.764607
214.028,97.551,97551,455.786,19.808255,20.234239,41.451519,237.764607
215.028,97.955,97955,455.545,19.808255,20.234239,41.058303,237.764607
216.028,98.123,98123,454.214,19.808255,20.234239,42.270719,237.764607
217.029,98.248,98248,452.696,19.808255,20.234239,44.072959,237.764607
218.029,98.384,98384,451.244,19.808255,20.234239,49.577983,237.764607
219.029,98.699,98699,450.621,19.808255,20.234239,49.840127,237.764607
220.029,99.112,99112,450.450,19.808255,20.234239,49.676287,237.764607
221.029,99.515,99515,450.235,19.808255,20.234239,49.577983,237.764607
222.029,99.921,99921,450.035,19.824639,20.234239,49.020927,237.764607
222.575,100.000,100000,449.286,19.824639,20.234239,50.298879,237.764607
