time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
1.000,0.398,398,397.973,20.021247,21.348351,30.081023,30.113791
2.000,1.005,1005,502.430,15.491071,20.152319,30.031871,30.113791
3.001,1.644,1644,547.908,13.033471,20.086783,28.295167,30.113791
4.001,2.283,2283,570.666,12.673023,20.037631,24.608767,30.113791
5.001,2.847,2847,569.325,12.730367,20.021247,25.624575,30.113791
6.001,3.263,3263,543.755,13.279231,20.103167,24.494079,30.113791
7.001,3.671,3671,524.359,14.049279,20.135935,24.248319,30.113791
8.001,4.220,4220,527.433,13.484031,20.103167,24.166399,235.667455
9.001,4.825,4825,536.047,13.279231,20.086783,24.264703,235.667455
10.001,5.427,5427,542.638,13.189119,20.070399,23.838719,235.667455
11.001,6.032,6032,548.296,13.041663,20.054015,23.838719,235.667455
12.002,6.447,6447,537.182,13.336575,20.103167,24.788991,235.667455
13.002,6.845,6845,526.474,13.688831,20.152319,24.887295,235.667455
14.002,7.250,7250,517.796,14.098431,20.185087,24.887295,235.667455
15.002,7.659,7659,510.537,14.532607,20.201471,24.805375,235.667455
16.002,8.270,8270,516.814,14.163967,20.168703,24.756223,235.667455
17.002,8.903,8903,523.641,13.893631,20.152319,24.608767,235.667455
18.002,9.540,9540,529.932,13.647871,20.119551,24.330239,235.667455
19.002,10.180,10180,535.723,13.451263,20.103167,24.166399,235.667455
20.002,10.818,10818,540.834,13.303807,20.103167,23.838719,235.667455
21.002,11.453,11453,545.316,13.180927,20.086783,23.822335,235.667455
22.003,12.101,12101,549.978,13.041663,20.070399,23.478271,235.667455
23.003,12.771,12771,555.190,12.910591,20.054015,23.314431,235.667455
24.003,13.460,13460,560.764,12.763135,20.037631,23.166975,235.667455
25.003,14.154,14154,566.089,12.648447,20.037631,23.085055,235.667455
26.003,14.828,14828,570.237,12.582911,20.021247,23.035903,235.667455
27.003,15.511,15511,574.410,12.500991,20.004863,22.921215,235.667455
28.003,16.148,16148,576.644,12.484607,19.988479,22.806527,235.667455
29.004,16.797,16797,579.137,12.443647,19.988479,22.773759,235.667455
30.004,17.449,17449,581.564,12.402687,19.988479,22.740991,235.667455
31.004,18.121,18121,584.480,12.361727,19.972095,22.593535,235.667455
32.004,18.790,18790,587.118,12.328959,19.955711,22.446079,235.667455
33.004,19.477,19477,590.143,12.287999,19.955711,22.396927,235.667455
34.004,20.157,20157,592.784,12.247039,19.939327,22.331391,235.667455
35.004,20.806,20806,594.387,12.222463,19.922943,22.364159,235.667455
36.004,21.483,21483,596.678,12.189695,19.906559,22.315007,235.667455
37.005,22.154,22154,598.684,12.165119,19.890175,22.200319,235.667455
38.005,22.831,22831,600.744,12.140543,19.873791,22.102015,235.667455
39.005,23.506,23506,602.646,12.115967,19.841023,22.036479,235.667455
40.005,24.167,24167,604.101,12.107775,19.824639,22.020095,235.667455
41.005,24.818,24818,605.242,12.099583,19.791871,22.020095,235.667455
42.005,25.496,25496,606.973,12.066815,19.775487,22.020095,235.667455
43.005,26.195,26195,609.110,12.042239,19.726335,21.905407,235.667455
44.005,26.878,26878,610.789,12.017663,19.693567,21.807103,235.667455
45.005,27.572,27572,612.637,11.993087,19.628031,21.757951,235.667455
46.006,28.250,28250,614.057,11.976703,19.546111,21.774335,235.667455
47.006,28.945,28945,615.778,11.952127,19.382271,21.725183,235.667455
48.006,29.649,29649,617.615,11.927551,19.234815,21.659647,235.667455
49.006,30.327,30327,618.847,11.919359,19.120127,21.610495,235.667455
50.006,30.738,30738,614.689,11.952127,19.660799,21.643263,235.667455
51.006,31.144,31144,610.595,11.976703,19.808255,21.676031,235.667455
52.006,31.550,31550,606.660,12.009471,19.873791,21.692415,235.667455
53.006,31.956,31956,602.874,12.042239,19.922943,21.659647,235.667455
54.006,32.365,32365,599.283,12.075007,19.939327,21.692415,235.667455
55.006,32.773,32773,595.804,12.107775,19.955711,21.676031,235.667455
56.007,33.182,33182,592.467,12.132351,19.972095,21.708799,235.667455
57.007,33.588,33588,589.195,12.173311,19.988479,21.741567,235.667455
58.007,34.204,34204,589.657,12.165119,19.988479,21.757951,235.667455
59.007,34.840,34840,590.441,12.165119,19.988479,21.725183,235.667455
60.007,35.259,35259,587.584,12.197887,19.988479,21.725183,235.667455
61.007,35.666,35666,584.621,12.222463,20.004863,21.692415,235.667455
62.007,36.278,36278,585.062,12.214271,20.004863,21.741567,235.667455
63.007,36.930,36930,586.123,12.206079,19.988479,21.708799,235.667455
64.008,37.333,37333,583.260,12.238847,20.004863,21.757951,235.667455
65.008,37.736,37736,580.485,12.271615,20.021247,21.725183,235.667455
66.008,38.144,38144,577.871,12.304383,20.021247,21.692415,235.667455
67.008,38.556,38556,575.394,12.337151,20.021247,21.676031,235.667455
68.008,38.963,38963,572.916,12.369919,20.037631,21.692415,235.667455
69.008,39.362,39362,570.395,12.402687,20.037631,21.725183,235.667455
70.008,39.770,39770,568.075,12.443647,20.054015,21.725183,235.667455
71.009,40.176,40176,565.791,12.484607,20.054015,21.774335,235.667455
72.009,40.576,40576,563.488,12.517375,20.054015,21.774335,235.667455
73.009,40.978,40978,561.276,12.558335,20.054015,21.790719,235.667455
74.009,41.381,41381,559.136,12.599295,20.070399,21.774335,235.667455
75.009,41.773,41773,556.906,12.640255,20.070399,21.807103,235.667455
76.009,42.174,42174,554.853,12.681215,20.070399,21.790719,235.667455
77.009,42.582,42582,552.946,12.713983,20.070399,21.790719,235.667455
78.010,42.986,42986,551.035,12.754943,20.086783,21.774335,235.667455
79.010,43.387,43387,549.135,12.795903,20.086783,21.757951,235.667455
