time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.338,1038652.000,1037265.716,0.001,0.001,0.001,140.077,1042819.200,1002.800,0.999,3.333,718785.713,717221.750,0.001,0.001,0.000,-38.801,726476.580,1001.761,0.999,3.343,1358518.287,1357309.682,0.001,0.001,0.001,318.954,1359161.820,1003.839,0.999
2,6.673,3007490.400,1502288.243,0.001,0.001,0.001,140.077,3016441.800,1002.800,1.000,6.667,2722272.022,1359696.003,0.001,0.001,0.000,-38.801,2729912.156,1001.761,1.000,6.679,3292708.778,1644880.482,0.001,0.001,0.001,318.954,3302971.444,1003.839,1.000
3,10.008,5025690.600,1673864.013,0.001,0.001,0.001,140.077,5032367.200,1002.800,1.000,10.001,4748844.087,1581471.335,0.001,0.001,0.001,-38.801,4757432.018,1001.761,1.000,10.016,5302537.113,1766256.691,0.001,0.001,0.001,318.954,5307302.382,1003.839,1.000
4,13.343,7041721.400,1759224.748,0.001,0.001,0.001,140.077,7046724.000,1002.800,1.000,13.334,6769322.139,1691242.686,0.001,0.001,0.000,-38.801,6776316.440,1001.761,1.000,13.351,7314120.661,1827206.810,0.001,0.001,0.001,318.954,7317131.560,1003.839,1.000
5,16.677,9067064.800,1812258.932,0.001,0.001,0.001,140.077,9075331.400,1002.800,1.000,16.667,8747046.232,1748372.248,0.001,0.001,0.001,-38.801,8752036.934,1001.761,1.000,16.687,9387083.368,1876145.616,0.001,0.001,0.001,318.954,9398625.866,1003.839,1.000
6,20.014,11083424.800,1845922.612,0.001,0.001,0.001,140.077,11094827.800,1002.800,1.000,20.004,10713259.192,1784495.709,0.001,0.001,0.001,-38.801,10723326.545,1001.761,1.000,20.024,11453590.408,1907349.514,0.001,0.001,0.001,318.954,11466329.055,1003.839,1.000
7,23.349,13065611.800,1865227.295,0.001,0.001,0.001,140.077,13076298.400,1002.800,1.000,23.338,12609839.973,1800458.485,0.001,0.001,0.001,-38.801,12620202.496,1001.761,1.000,23.360,13521383.627,1929996.105,0.001,0.001,0.001,318.954,13532394.304,1003.839,1.000
8,26.685,15069305.800,1882389.753,0.001,0.001,0.001,140.077,15079025.400,1002.800,1.000,26.673,14514976.949,1813380.789,0.001,0.001,0.000,-38.801,14520988.344,1001.761,1.000,26.696,15623634.651,1951398.717,0.001,0.001,0.001,318.954,15637062.456,1003.839,1.000
9,30.021,17096103.600,1898233.477,0.001,0.001,0.001,140.077,17105839.200,1002.800,1.000,30.012,16433359.532,1824815.694,0.001,0.001,0.000,-38.801,16441917.819,1001.761,1.000,30.030,17758847.668,1971651.261,0.001,0.001,0.001,318.954,17769760.581,1003.839,1.000
10,33.357,19104732.000,1909129.180,0.001,0.001,0.001,140.077,19113544.400,1002.800,1.000,33.350,18389263.615,1837752.927,0.001,0.001,0.001,-38.801,18394663.821,1001.761,1.000,33.364,19820200.385,1980505.433,0.001,0.001,0.001,318.954,19832424.979,1003.839,1.000
11,36.692,21053122.200,1912585.880,0.001,0.001,0.001,140.077,21062186.200,1002.800,1.000,36.682,20360652.836,1849867.399,0.001,0.001,0.001,-38.801,20371623.749,1001.761,1.000,36.702,21745591.564,1975304.361,0.001,0.001,0.001,318.954,21752748.651,1003.839,1.000
12,40.026,22787704.600,1897725.719,0.001,0.001,0.001,156.887,22792734.000,1002.800,1.000,40.016,21992354.340,1831619.063,0.001,0.001,0.001,-10.125,21992767.603,1001.761,1.000,40.037,23583054.860,1963832.375,0.001,0.001,0.001,323.898,23592700.397,1003.839,1.000
13,43.362,24535427.800,1886103.015,0.001,0.001,0.001,157.490,24547337.800,1002.800,1.000,43.352,23264485.126,1788358.429,0.001,0.001,0.001,-9.323,23277516.772,1001.761,1.000,43.372,25806370.474,1983847.601,0.001,0.001,0.001,324.303,25817158.828,1003.839,1.000
14,46.699,26288706.200,1876475.984,0.001,0.001,0.001,157.490,26300623.600,1002.800,1.000,46.689,24532008.535,1750996.763,0.001,0.001,0.001,-9.323,24544270.311,1001.761,1.000,46.709,28045403.865,2001955.205,0.001,0.001,0.001,324.303,28056976.889,1003.839,1.000
15,50.035,28101187.800,1872116.676,0.001,0.001,0.001,157.490,28107239.000,1002.800,1.000,50.027,25789735.322,1718066.495,0.001,0.001,0.001,-9.323,25798338.312,1001.761,1.000,50.043,30412640.278,2026166.857,0.001,0.001,0.001,324.303,30416139.688,1003.839,1.000
16,53.390,29709600.600,1854883.118,0.001,0.001,0.001,175.912,29714365.000,1002.800,1.000,53.336,26962871.727,1683526.418,0.001,0.001,0.001,28.751,26964590.962,1001.761,1.000,53.444,32456329.473,2026239.818,0.001,0.001,0.001,323.073,32464139.038,1003.839,1.000
17,56.727,31295399.800,1838951.341,0.001,0.001,0.001,176.108,31305905.800,1002.800,1.000,56.676,27893490.887,1638903.151,0.001,0.001,0.001,29.075,27905844.194,1001.761,1.000,56.778,34697308.713,2038999.531,0.001,0.001,0.001,323.141,34705967.406,1003.839,1.000
18,60.062,32919769.800,1826998.318,0.001,0.001,0.001,176.108,32925192.600,1002.800,1.000,60.013,28947733.014,1606217.628,0.001,0.001,0.001,29.075,28952152.116,1001.761,1.000,60.112,36891806.586,2047779.008,0.001,0.001,0.001,323.141,36898233.084,1003.839,1.000
