time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.339,1179219.200,1177246.342,0.001,0.001,0.001,41.707,1187034.400,1018.200,0.999,3.335,1077780.163,1075304.439,0.001,0.001,0.000,15.431,1079140.598,1016.581,0.999,3.343,1280658.237,1279188.246,0.001,0.001,0.001,67.983,1294928.202,1019.819,0.999
2,6.673,3219437.400,1608194.188,0.001,0.001,0.001,41.707,3225462.800,1018.200,1.000,6.668,2998114.769,1497645.040,0.001,0.001,0.000,15.431,3003916.239,1016.581,1.000,6.678,3440760.031,1718743.336,0.001,0.001,0.001,67.983,3447009.361,1019.819,1.000
3,10.008,5301992.800,1765945.078,0.001,0.001,0.001,41.707,5311248.000,1018.200,1.000,10.001,4997197.741,1664707.537,0.001,0.001,0.001,15.431,5007232.047,1016.581,1.000,10.015,5606787.859,1867182.620,0.001,0.001,0.001,67.983,5615263.953,1019.819,1.000
4,13.342,7401595.200,1849147.495,0.001,0.001,0.001,41.707,7407472.000,1018.200,1.000,13.336,7059094.159,1764076.360,0.001,0.001,0.001,15.431,7064488.686,1016.581,1.000,13.348,7744096.241,1934218.630,0.001,0.001,0.001,67.983,7750455.314,1019.819,1.000
5,16.679,9434995.600,1885644.634,0.001,0.001,0.001,41.707,9443502.000,1018.200,1.000,16.672,8980321.333,1795184.765,0.001,0.001,0.001,15.431,8986113.274,1016.581,1.000,16.685,9889669.867,1976104.503,0.001,0.001,0.001,67.983,9900890.726,1019.819,1.000
6,20.014,11387195.800,1896569.548,0.001,0.001,0.001,41.707,11400153.800,1018.200,1.000,20.008,10766660.656,1793534.850,0.001,0.001,0.000,15.431,10773516.141,1016.581,1.000,20.019,12007730.944,1999604.245,0.001,0.001,0.001,67.983,12026791.459,1019.819,1.000
7,23.348,13445709.000,1919639.347,0.001,0.001,0.001,41.707,13453245.800,1018.200,1.000,23.342,12669195.798,1809099.405,0.001,0.001,0.000,15.431,12675763.746,1016.581,1.000,23.353,14222222.202,2030179.289,0.001,0.001,0.001,67.983,14230727.854,1019.819,1.000
8,26.683,15495398.000,1935715.699,0.001,0.001,0.001,41.707,15500920.600,1018.200,1.000,26.677,14659401.332,1831534.385,0.001,0.001,0.000,15.431,14669721.894,1016.581,1.000,26.690,16331394.668,2039897.014,0.001,0.001,0.001,67.983,16332119.306,1019.819,1.000
9,30.018,17535617.600,1947245.121,0.001,0.001,0.001,41.707,17544762.600,1018.200,1.000,30.010,16606613.830,1844396.227,0.001,0.001,0.000,15.431,16612564.427,1016.581,1.000,30.025,18464621.370,2050094.015,0.001,0.001,0.001,67.983,18476960.773,1019.819,1.000
10,33.352,19619463.200,1960838.758,0.001,0.001,0.001,41.707,19624631.400,1018.200,1.000,33.345,18588297.495,1858119.570,0.001,0.001,0.001,15.431,18596857.719,1016.581,1.000,33.359,20650628.905,2063557.947,0.001,0.001,0.001,67.983,20652405.081,1019.819,1.000
11,36.687,21688958.000,1970654.296,0.001,0.001,0.001,41.707,21696931.800,1018.200,1.000,36.679,20539162.397,1866497.587,0.001,0.001,0.001,15.431,20546613.469,1016.581,1.000,36.694,22838753.603,2074811.004,0.001,0.001,0.001,67.983,22847250.131,1019.819,1.000
