time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max
1.000,0.887,887,886.939,19.759103,21.004287,22.970367,26.279935
2.000,1.878,1878,938.933,19.791871,20.529151,22.888447,28.639231
3.000,3.037,3037,1012.265,19.562495,20.365311,22.904831,28.639231
4.000,4.223,4223,1055.681,19.709951,20.283391,22.478847,28.639231
5.000,5.428,5428,1085.531,19.578879,20.299775,24.477695,97.779711
6.001,7.346,7346,1224.229,16.957439,20.217855,23.248895,97.779711
7.001,8.978,8978,1282.458,16.359423,20.185087,22.888447,97.779711
8.001,10.678,10678,1334.637,16.080895,20.168703,22.757375,97.779711
9.001,12.399,12399,1377.553,15.269887,20.152319,22.790143,123.994111
10.001,13.611,13611,1360.992,15.097855,20.185087,26.247167,123.994111
11.001,15.195,15195,1381.239,15.073279,20.185087,30.719999,123.994111
12.001,16.244,16244,1353.543,14.811135,20.185087,56.328191,155.713535
13.001,18.017,18017,1385.791,14.286847,20.168703,41.418751,155.713535
14.001,19.612,19612,1400.713,14.270463,20.168703,40.665087,155.713535
15.002,21.213,21213,1414.057,14.270463,20.168703,39.813119,155.713535
16.002,22.580,22580,1411.111,14.123007,20.185087,40.894463,158.990335
17.002,23.624,23624,1389.514,14.016511,20.185087,57.245695,285.474815
18.002,24.426,24426,1356.860,13.991935,20.185087,81.854463,285.474815
19.002,25.591,25591,1346.749,13.869055,20.201471,91.226111,285.474815
20.002,26.734,26734,1336.549,13.705215,20.185087,100.728831,285.474815
21.003,27.997,27997,1333.022,13.467647,20.185087,111.017983,285.474815
22.003,29.221,29221,1328.066,13.344767,20.185087,122.224639,285.474815
23.003,30.449,30449,1323.712,13.221887,20.185087,135.397375,285.474815
24.003,31.675,31675,1319.637,13.033471,20.185087,141.950975,285.474815
25.003,32.839,32839,1313.402,12.935167,20.185087,142.475263,285.474815
26.003,34.817,34817,1338.956,12.820479,20.168703,140.115967,285.474815
27.003,36.618,36618,1356.057,12.787711,20.152319,139.460607,285.474815
28.003,38.561,38561,1377.011,12.713983,20.152319,129.040383,285.474815
29.004,40.379,40379,1392.208,12.681215,20.152319,122.486783,285.474815
30.004,42.049,42049,1401.464,12.664831,20.152319,115.343359,285.474815
31.004,43.669,43669,1408.510,12.574719,20.135935,115.343359,285.474815
32.004,45.405,45405,1418.740,12.558335,20.135935,111.017983,285.474815
33.004,47.184,47184,1429.647,12.509183,20.135935,109.903871,285.474815
34.004,49.294,49294,1449.653,12.304383,20.135935,101.056511,285.474815
35.004,51.575,51575,1473.398,12.107775,20.119551,97.452031,285.474815
36.004,53.369,53369,1482.299,12.091391,20.119551,93.126655,285.474815
37.004,54.811,54811,1481.202,12.091391,20.119551,91.553791,285.474815
38.005,56.980,56980,1499.296,12.009471,20.103167,87.883775,285.474815
39.005,58.846,58846,1508.694,11.976703,20.103167,86.573055,285.474815
40.005,60.640,60640,1515.824,11.943935,20.103167,81.592319,285.474815
41.005,62.517,62517,1524.630,11.919359,20.103167,78.184447,285.474815
42.005,64.248,64248,1529.540,11.886591,20.103167,72.089599,285.474815
43.005,66.213,66213,1539.663,11.821055,20.103167,59.146239,285.474815
44.005,68.185,68185,1549.484,11.730943,20.103167,56.459263,285.474815
45.005,69.715,69715,1549.044,11.698175,20.103167,72.024063,285.474815
46.005,71.366,71366,1551.253,11.698175,20.103167,59.473919,285.474815
47.005,73.235,73235,1558.010,11.689983,20.103167,56.819711,285.474815
48.006,75.153,75153,1565.507,11.665407,20.103167,55.345151,285.474815
49.006,76.775,76775,1566.658,11.681791,20.103167,53.936127,285.474815
50.006,78.959,78959,1579.002,11.591679,20.086783,50.790399,285.474815
51.006,81.204,81204,1592.057,11.501567,20.086783,46.956543,285.474815
52.006,82.986,82986,1595.703,11.485183,20.086783,44.728319,285.474815
53.006,84.683,84683,1597.608,11.460607,20.086783,46.792703,285.474815
54.006,86.654,86654,1604.517,11.427839,20.086783,45.121535,285.474815
55.006,88.352,88352,1606.215,11.427839,20.086783,45.023231,285.474815
56.006,90.096,90096,1608.671,11.411455,20.086783,45.219839,285.474815
57.007,92.071,92071,1615.093,11.378687,20.086783,44.400639,285.474815
58.007,94.219,94219,1624.279,11.288575,20.086783,43.352063,285.474815
59.007,96.612,96612,1637.305,11.198463,20.070399,41.353215,285.474815
60.007,98.792,98792,1646.346,11.149311,20.070399,40.534015,285.474815
60.562,100.000,100000,1651.212,11.124735,20.070399,40.108031,285.474815
