time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,2664.000,2663.391,1.368,3.319,5.320,202.113,1319.600,1349.400,0.494,3.334,2298.420,2297.781,1.275,3.088,3.168,-109.469,1134.539,1167.871,0.488,3.334,3029.580,3029.000,1.461,3.551,7.472,513.695,1504.661,1530.929,0.501
2,6.668,5564.800,2781.914,1.364,3.355,5.330,202.113,2759.600,2810.200,0.496,6.667,4816.392,2407.693,1.302,3.025,2.969,-109.469,2390.359,2429.872,0.492,6.668,6313.208,3156.134,1.427,3.685,7.691,513.695,3128.841,3190.528,0.499
3,10.002,8427.600,2808.681,1.370,3.383,5.462,202.113,4179.600,4252.800,0.496,10.001,7262.770,2420.475,1.305,2.988,2.986,-109.469,3587.094,3681.417,0.493,10.002,9592.430,3196.887,1.435,3.778,7.939,513.695,4772.106,4824.183,0.498
4,13.336,11251.800,2812.485,1.393,3.379,5.591,202.113,5549.800,5706.200,0.493,13.335,9779.929,2444.578,1.356,2.952,3.004,-109.469,4841.105,4943.120,0.491,13.336,12723.671,3180.391,1.429,3.806,8.177,513.695,6258.495,6469.280,0.495
5,16.670,13816.200,2762.776,1.462,3.395,5.632,202.113,6660.600,7160.800,0.482,16.669,12182.968,2436.203,1.440,2.964,3.021,-109.469,5959.471,6231.224,0.476,16.670,15449.432,3089.349,1.483,3.827,8.244,513.695,7361.729,8090.376,0.489
6,20.003,16283.200,2713.424,1.503,3.401,5.643,202.113,7666.400,8622.800,0.471,20.003,14499.693,2416.233,1.483,2.976,3.036,-109.469,6954.995,7552.388,0.463,20.004,18066.707,3010.615,1.524,3.826,8.250,513.695,8377.805,9693.212,0.480
7,23.337,18707.000,2671.997,1.533,3.419,5.707,202.113,8655.400,10058.600,0.463,23.337,16629.383,2375.238,1.501,2.987,3.106,-109.469,7799.976,8834.407,0.455,23.337,20784.617,2968.755,1.565,3.852,8.309,513.695,9510.824,11282.793,0.470
8,26.671,23848.600,2980.579,0.622,3.383,5.729,203.909,12473.200,11394.400,0.515,26.670,18185.975,2272.845,-0.433,2.887,3.095,-106.741,8135.125,10005.747,0.454,26.672,29511.225,3688.313,1.678,3.879,8.363,514.558,16811.275,12783.053,0.576
9,30.005,31591.200,3509.527,0.325,3.311,5.704,204.643,18944.800,12682.000,0.579,30.005,20218.185,2246.046,-0.571,2.736,3.002,-105.648,9242.875,10999.981,0.471,30.006,42964.215,4773.008,1.220,3.885,8.407,514.934,28646.725,14364.019,0.687
10,33.339,41785.600,4177.829,0.002,3.187,5.621,204.643,27853.600,13950.400,0.645,33.339,25162.509,2515.774,0.001,2.685,2.959,-105.648,13223.632,11953.974,0.543,33.340,58408.691,5839.884,0.002,3.688,8.283,514.934,42483.568,15946.826,0.748
11,36.673,53151.800,4831.150,0.002,3.070,5.532,204.643,37943.600,15233.600,0.694,36.673,30987.943,2816.541,0.001,2.626,2.941,-105.648,18172.211,12848.546,0.603,36.674,75315.657,6845.760,0.002,3.515,8.122,514.934,57714.989,17618.654,0.785
12,40.007,65176.600,5430.459,0.002,2.969,5.428,204.866,48714.200,16500.800,0.731,40.006,38410.011,3200.203,0.002,2.579,2.911,-105.319,24716.062,13715.951,0.655,40.008,91943.189,7660.715,0.002,3.360,7.945,515.050,72712.338,19285.649,0.807
13,43.341,77373.000,5950.770,0.002,2.882,5.318,204.866,59646.800,17770.400,0.757,43.339,46356.441,3565.164,0.002,2.534,2.912,-105.319,31802.374,14588.727,0.693,43.342,108389.559,8336.376,0.002,3.230,7.724,515.050,87491.226,20952.073,0.821
14,46.675,90172.600,6439.814,0.002,2.793,5.230,204.866,71169.600,19053.200,0.778,46.673,55148.644,3938.362,0.002,2.489,2.914,-105.319,39707.157,15512.834,0.723,46.676,125196.556,8941.266,0.002,3.097,7.547,515.050,102632.043,22593.566,0.833
15,50.009,102527.000,6833.997,0.002,2.725,5.163,205.351,82281.600,20284.400,0.792,50.007,62659.190,4176.404,0.002,2.424,2.920,-104.607,46401.522,16293.281,0.743,50.011,142394.810,9491.590,0.002,3.026,7.406,515.308,118161.678,24275.519,0.842
16,53.343,113907.000,7117.987,0.002,2.662,5.114,205.351,92494.000,21448.200,0.803,53.341,69054.944,4315.005,0.002,2.354,2.926,-104.607,52132.555,16934.847,0.758,53.345,158759.056,9920.968,0.002,2.971,7.303,515.308,132855.445,25961.553,0.847
17,56.677,124075.000,7297.282,0.002,2.606,5.057,215.207,101644.800,22476.400,0.811,56.674,75384.718,4433.390,0.002,2.289,2.954,-87.964,57851.745,17573.690,0.771,56.680,172765.282,10161.175,0.002,2.923,7.160,518.379,145437.855,27379.110,0.851
18,60.011,134042.400,7445.529,0.002,2.548,5.019,215.364,110592.600,23488.800,0.817,60.008,81096.215,4504.316,0.002,2.205,2.957,-87.718,63016.442,18148.777,0.781,60.014,186988.585,10386.743,0.002,2.890,7.082,518.446,158168.758,28828.823,0.854
19,63.345,143917.000,7573.293,0.002,2.479,4.992,215.613,119430.200,24506.000,0.823,63.342,86470.743,4550.039,0.002,2.105,2.956,-87.328,67797.388,18703.685,0.789,63.348,201363.257,10596.547,0.002,2.853,7.028,518.555,171063.012,30308.315,0.857
20,66.679,154060.600,7701.705,0.002,2.409,4.966,215.613,128570.400,25526.400,0.828,66.675,92054.407,4601.641,0.002,2.008,2.967,-87.328,72814.338,19270.262,0.797,66.683,216066.793,10801.768,0.002,2.811,6.965,518.555,184326.462,31782.538,0.859
21,70.013,164423.000,7828.300,0.002,2.348,4.932,215.613,137901.200,26558.000,0.833,70.009,97636.581,4648.249,0.002,1.930,2.981,-87.328,77862.871,19802.856,0.804,70.017,231209.419,11008.352,0.002,2.766,6.882,518.555,197939.529,33313.144,0.861
22,73.347,174773.600,7942.872,0.002,2.292,4.902,215.613,147228.200,27588.200,0.836,73.343,102880.263,4675.250,0.002,1.870,2.979,-87.328,82590.895,20328.251,0.809,73.351,246666.937,11210.494,0.002,2.713,6.825,518.555,211865.505,34848.149,0.864
23,76.681,185184.400,8050.083,0.002,2.241,4.865,215.613,156572.000,28644.000,0.840,76.676,108502.414,4716.344,0.002,1.827,2.987,-87.328,87630.617,20883.221,0.815,76.685,261866.386,11383.823,0.002,2.655,6.743,518.555,225513.383,36404.779,0.865
24,80.015,195584.000,8147.884,0.001,2.195,4.837,215.613,165921.000,29697.800,0.843,80.010,113968.326,4747.507,0.001,1.796,2.995,-87.328,92588.981,21418.892,0.819,80.020,277199.674,11548.260,0.002,2.595,6.680,518.555,239253.019,37976.708,0.867
25,83.349,205845.200,8232.323,0.001,2.155,4.820,215.613,175143.000,30734.200,0.846,83.344,118972.724,4757.715,0.001,1.769,3.003,-87.328,97062.150,21934.090,0.823,83.354,292717.676,11706.931,0.002,2.540,6.638,518.555,253223.850,39534.310,0.869
26,86.683,215815.600,8299.113,0.001,2.120,4.809,215.613,184080.200,31763.600,0.848,86.678,124046.180,4769.804,0.001,1.752,3.011,-87.328,101616.273,22455.801,0.826,86.688,307585.020,11828.421,0.002,2.489,6.607,518.555,266544.127,41071.399,0.870
27,90.017,225999.600,8368.833,0.001,2.083,4.797,215.613,193255.800,32775.600,0.851,90.012,129570.599,4797.689,0.001,1.741,3.031,-87.328,106624.302,22987.697,0.830,90.023,322428.601,11939.977,0.002,2.425,6.563,518.555,279887.298,42563.503,0.871
28,93.351,235533.600,8410.396,0.001,2.055,4.788,215.613,201781.400,33775.800,0.852,93.345,134509.325,4802.687,0.001,1.738,3.051,-87.328,111019.491,23523.271,0.833,93.357,336557.875,12018.104,0.002,2.371,6.526,518.555,292543.309,44028.329,0.872
29,96.685,245373.600,8459.635,0.001,2.025,4.780,215.613,210631.800,34768.200,0.854,96.679,139818.513,4820.112,0.001,1.734,3.062,-87.328,115796.773,24040.241,0.835,96.690,350928.687,12099.158,0.002,2.317,6.498,518.555,305466.827,45496.159,0.873
30,100.000,255508.400,8515.405,0.001,1.999,4.770,215.613,219768.800,35785.200,0.856,100.000,144696.684,4821.971,0.001,1.724,3.064,-87.328,120199.025,24543.340,0.838,100.000,366320.116,12208.840,0.002,2.273,6.475,518.555,319338.575,47027.060,0.874
