time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,3683.200,3682.445,4.174,6.644,10.212,24.769,0.000,0.000,0.000,3.333,2891.907,2890.383,3.365,3.983,5.687,13.966,0.000,0.000,0.000,3.336,4474.493,4474.508,4.983,9.305,14.738,35.573,0.000,0.000,0.000
2,6.668,7705.200,3851.956,3.959,6.082,9.619,25.441,0.000,0.000,0.000,6.666,6718.530,3358.235,3.605,4.703,5.890,15.709,0.000,0.000,0.000,6.669,8691.870,4345.676,4.312,7.461,13.348,35.173,0.000,0.000,0.000
3,10.001,11746.800,3915.019,3.929,5.865,9.241,25.441,0.000,0.000,0.000,10.000,10477.481,3491.625,3.613,4.922,6.224,15.709,0.000,0.000,0.000,10.003,13016.119,4338.412,4.245,6.807,12.259,35.173,0.000,0.000,0.000
4,13.335,15893.400,3972.786,3.895,5.689,8.909,25.441,0.000,0.000,0.000,13.334,14417.451,3603.589,3.611,4.991,6.354,15.709,0.000,0.000,0.000,13.337,17369.349,4341.983,4.178,6.386,11.464,35.173,0.000,0.000,0.000
5,16.669,20027.600,4004.991,3.879,5.594,8.712,25.441,0.000,0.000,0.000,16.667,18397.318,3678.768,3.630,5.048,6.445,15.709,0.000,0.000,0.000,16.671,21657.882,4331.213,4.128,6.141,10.979,35.173,0.000,0.000,0.000
6,20.003,24131.200,4021.322,3.869,5.550,8.587,25.441,0.000,0.000,0.000,20.001,22303.846,3716.609,3.630,5.060,6.617,15.709,0.000,0.000,0.000,20.004,25958.554,4326.035,4.107,6.040,10.557,35.173,0.000,0.000,0.000
7,23.337,28339.400,4047.928,3.850,5.498,8.442,25.441,0.000,0.000,0.000,23.335,26312.194,3758.211,3.629,5.045,6.757,15.709,0.000,0.000,0.000,23.338,30366.606,4337.646,4.070,5.950,10.127,35.173,0.000,0.000,0.000
8,26.670,32522.200,4064.725,3.838,5.472,8.380,25.441,0.000,0.000,0.000,26.669,30314.873,3788.692,3.633,5.036,6.842,15.709,0.000,0.000,0.000,26.672,34729.527,4340.758,4.043,5.909,9.919,35.173,0.000,0.000,0.000
9,30.004,36745.600,4082.305,3.826,5.436,8.249,25.441,0.000,0.000,0.000,30.003,34399.332,3821.490,3.634,5.037,6.914,15.709,0.000,0.000,0.000,30.006,39091.868,4343.120,4.019,5.835,9.583,35.173,0.000,0.000,0.000
10,33.338,40935.000,4092.972,3.818,5.415,8.222,25.441,0.000,0.000,0.000,33.336,38282.984,3827.665,3.618,5.014,7.005,15.709,0.000,0.000,0.000,33.339,43587.016,4358.278,4.019,5.816,9.440,35.173,0.000,0.000,0.000
11,36.671,45120.200,4101.301,3.812,5.398,8.222,25.441,0.000,0.000,0.000,36.670,42215.580,3837.163,3.615,5.000,7.072,15.709,0.000,0.000,0.000,36.673,48024.820,4365.438,4.009,5.796,9.373,35.173,0.000,0.000,0.000
12,40.005,49404.000,4116.466,3.800,5.371,8.142,25.441,0.000,0.000,0.000,40.004,46232.642,3852.102,3.602,4.980,7.060,15.709,0.000,0.000,0.000,40.007,52575.358,4380.830,3.999,5.763,9.224,35.173,0.000,0.000,0.000
13,43.339,53647.400,4126.198,3.795,5.357,8.076,25.441,0.000,0.000,0.000,43.338,50213.190,3861.953,3.596,4.966,7.038,15.709,0.000,0.000,0.000,43.341,57081.610,4390.442,3.995,5.748,9.115,35.173,0.000,0.000,0.000
14,46.672,57856.400,4132.073,3.793,5.342,8.004,25.441,0.000,0.000,0.000,46.671,54085.467,3862.657,3.588,4.949,7.028,15.709,0.000,0.000,0.000,46.674,61627.333,4401.488,3.998,5.735,8.979,35.173,0.000,0.000,0.000
15,50.006,62108.800,4140.064,3.789,5.326,7.941,25.441,0.000,0.000,0.000,50.005,58009.669,3866.727,3.582,4.931,7.010,15.709,0.000,0.000,0.000,50.008,66207.931,4413.402,3.997,5.720,8.873,35.173,0.000,0.000,0.000
16,53.340,66335.400,4145.432,3.788,5.316,7.913,25.441,0.000,0.000,0.000,53.339,61800.017,3861.920,3.570,4.907,6.998,15.709,0.000,0.000,0.000,53.342,70870.783,4428.945,4.006,5.725,8.827,35.173,0.000,0.000,0.000
17,56.674,70594.200,4152.081,3.785,5.303,7.855,25.441,0.000,0.000,0.000,56.672,65738.586,3866.402,3.563,4.895,6.962,15.709,0.000,0.000,0.000,56.675,75449.814,4437.759,4.006,5.712,8.749,35.173,0.000,0.000,0.000
18,60.008,74784.000,4154.149,3.784,5.302,7.827,25.441,0.000,0.000,0.000,60.006,69662.551,3869.581,3.565,4.894,6.955,15.709,0.000,0.000,0.000,60.009,79905.449,4438.718,4.003,5.709,8.698,35.173,0.000,0.000,0.000
19,63.341,79075.600,4161.351,3.781,5.288,7.789,25.441,0.000,0.000,0.000,63.340,73687.129,3877.715,3.561,4.886,6.949,15.709,0.000,0.000,0.000,63.343,84464.071,4444.986,4.000,5.690,8.628,35.173,0.000,0.000,0.000
20,66.675,83368.000,4167.884,3.778,5.276,7.749,25.441,0.000,0.000,0.000,66.673,77673.816,3883.142,3.557,4.876,6.941,15.709,0.000,0.000,0.000,66.677,89062.184,4452.626,3.999,5.676,8.557,35.173,0.000,0.000,0.000
21,70.009,87633.800,4172.519,3.775,5.271,7.709,25.441,0.000,0.000,0.000,70.007,81663.543,3888.195,3.556,4.873,6.911,15.709,0.000,0.000,0.000,70.010,93604.057,4456.843,3.995,5.669,8.508,35.173,0.000,0.000,0.000
22,73.342,91966.200,4179.763,3.770,5.259,7.666,25.441,0.000,0.000,0.000,73.341,85801.239,3899.522,3.555,4.867,6.890,15.709,0.000,0.000,0.000,73.344,98131.161,4460.004,3.985,5.651,8.442,35.173,0.000,0.000,0.000
23,76.676,96260.600,4184.730,3.765,5.252,7.637,25.441,0.000,0.000,0.000,76.674,89824.706,3904.894,3.552,4.861,6.871,15.709,0.000,0.000,0.000,76.678,102696.494,4464.566,3.978,5.643,8.402,35.173,0.000,0.000,0.000
24,80.010,100605.600,4191.386,3.761,5.241,7.605,25.441,0.000,0.000,0.000,80.008,93979.627,3915.297,3.553,4.859,6.864,15.709,0.000,0.000,0.000,80.011,107231.573,4467.476,3.968,5.623,8.346,35.173,0.000,0.000,0.000
25,83.344,104868.000,4194.209,3.759,5.238,7.574,25.441,0.000,0.000,0.000,83.342,98076.928,3922.556,3.556,4.859,6.858,15.709,0.000,0.000,0.000,83.345,111659.072,4465.862,3.961,5.617,8.289,35.173,0.000,0.000,0.000
26,86.677,109077.600,4194.785,3.759,5.236,7.556,25.441,0.000,0.000,0.000,86.676,102138.940,3927.904,3.560,4.867,6.858,15.709,0.000,0.000,0.000,86.679,116016.260,4461.665,3.958,5.604,8.254,35.173,0.000,0.000,0.000
