time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,2717.400,2716.870,1.433,3.364,4.442,77.116,1331.800,1390.200,0.489,3.334,2574.145,2573.485,1.397,3.149,3.908,60.220,1264.695,1313.337,0.486,3.334,2860.655,2860.255,1.470,3.578,4.976,94.013,1398.905,1467.063,0.492
2,6.668,5484.200,2741.701,1.412,3.458,5.353,77.116,2708.600,2781.000,0.493,6.667,4739.486,2369.370,1.327,3.061,2.350,60.220,2322.803,2422.135,0.489,6.668,6228.914,3114.031,1.496,3.855,8.356,94.013,3094.397,3139.865,0.497
3,10.002,8180.400,2726.326,1.357,3.644,5.549,77.116,4068.400,4116.600,0.497,10.001,6641.269,2213.400,1.327,2.748,1.992,60.220,3307.177,3338.174,0.496,10.002,9719.531,3239.252,1.386,4.540,9.105,94.013,4829.623,4895.026,0.498
4,13.336,10919.400,2729.408,1.418,3.570,5.430,77.116,5391.800,5532.000,0.494,13.335,9161.938,2290.139,1.385,2.934,2.246,60.220,4537.736,4627.697,0.491,13.336,12676.862,3168.676,1.451,4.206,8.613,94.013,6245.864,6436.303,0.496
5,16.669,13407.800,2681.153,1.504,3.526,5.315,77.116,6440.800,6979.000,0.481,16.669,11827.100,2365.093,1.462,3.074,2.471,60.220,5813.221,6022.487,0.469,16.670,14988.500,2997.213,1.547,3.977,8.160,94.013,7068.379,7935.513,0.492
6,20.003,15580.200,2596.307,1.586,3.527,5.283,77.116,7176.200,8412.000,0.461,20.003,14056.082,2342.362,1.550,3.147,2.690,60.220,6674.960,7387.439,0.447,20.004,17104.318,2850.251,1.622,3.907,7.875,94.013,7677.440,9436.561,0.475
7,23.337,17637.800,2519.317,1.650,3.528,5.220,77.116,7773.200,9869.800,0.441,23.336,16131.283,2304.165,1.600,3.199,2.880,60.220,7343.101,8792.190,0.427,23.337,19144.317,2734.469,1.700,3.857,7.561,94.013,8203.299,10947.410,0.455
8,26.671,19825.400,2477.805,1.683,3.522,5.172,77.116,8490.200,11342.600,0.428,26.670,18069.501,2258.360,1.605,3.210,3.006,60.220,7878.554,10189.826,0.420,26.671,21581.299,2697.249,1.761,3.833,7.338,94.013,9101.846,12495.374,0.437
9,30.005,22535.600,2503.583,1.677,3.504,5.125,77.116,9708.600,12835.400,0.430,30.004,20118.396,2235.057,1.566,3.202,3.041,60.220,8486.540,11638.412,0.422,30.005,24952.804,2772.109,1.788,3.806,7.208,94.013,10930.660,14032.388,0.439
10,33.338,25447.000,2544.326,1.653,3.490,5.091,77.116,11163.000,14290.400,0.438,33.337,22913.834,2291.053,1.549,3.210,3.121,60.220,9895.468,13025.318,0.432,33.339,27980.166,2797.599,1.756,3.771,7.060,94.013,12430.532,15555.482,0.445
