time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,12566.600,12564.909,2.392,5.660,8.407,78.466,6064.200,6608.200,0.479,3.334,12232.573,12230.411,2.324,5.397,7.806,63.247,5963.006,6410.074,0.475,3.334,12900.627,12899.407,2.460,5.923,9.008,93.685,6165.394,6806.326,0.482
2,6.667,23894.800,11946.219,2.753,5.668,8.175,78.466,10313.400,13682.000,0.430,6.667,23102.483,11549.899,2.640,5.456,7.687,63.247,9922.104,13296.408,0.427,6.668,24687.117,12342.538,2.866,5.880,8.663,93.685,10704.696,14067.592,0.432
3,10.001,38330.400,12775.450,2.501,5.518,8.117,78.466,17544.400,20890.400,0.456,10.001,37427.268,12474.366,2.399,5.389,7.745,63.247,17087.698,20421.052,0.456,10.002,39233.532,13076.534,2.602,5.647,8.488,93.685,18001.102,21359.748,0.457
4,13.335,52674.200,13167.179,2.422,5.467,8.019,78.466,24666.200,28103.000,0.467,13.334,51732.697,12931.694,2.343,5.352,7.633,63.247,24199.644,27630.624,0.467,13.335,53615.703,13402.663,2.502,5.583,8.405,93.685,25132.756,28575.376,0.468
5,16.668,67183.800,13435.355,2.363,5.435,8.020,78.466,31998.200,35270.000,0.476,16.668,66531.251,13304.825,2.287,5.370,7.427,63.247,31675.568,34932.751,0.475,16.669,67836.349,13565.885,2.439,5.501,8.613,93.685,32320.832,35607.249,0.476
6,20.002,81393.600,13564.149,2.324,5.422,8.067,78.466,39065.000,42413.400,0.479,20.002,80595.861,13431.183,2.259,5.367,7.456,63.247,38676.308,42004.967,0.479,20.003,82191.339,13697.115,2.390,5.478,8.678,93.685,39453.692,42821.833,0.480
7,23.336,95896.200,13698.006,2.283,5.394,8.037,78.466,46385.600,49605.000,0.483,23.335,94709.783,13528.501,2.222,5.318,7.492,63.247,45797.393,49015.287,0.483,23.336,97082.617,13867.511,2.343,5.471,8.583,93.685,46973.807,50194.713,0.483
8,26.669,110282.200,13783.752,2.253,5.398,8.046,78.466,53654.400,56708.600,0.486,26.669,108532.771,13565.038,2.202,5.286,7.523,63.247,52790.000,55820.270,0.486,26.670,112031.629,14002.466,2.305,5.510,8.570,93.685,54518.800,57596.930,0.486
9,30.003,124557.600,13838.214,2.242,5.406,8.002,78.466,60760.600,63893.200,0.487,30.003,122431.234,13601.940,2.195,5.283,7.504,63.247,59734.964,62789.126,0.487,30.004,126683.966,14074.489,2.288,5.528,8.500,93.685,61786.236,64997.274,0.488
10,33.337,138525.200,13850.954,2.234,5.427,8.012,78.466,67697.200,70909.800,0.488,33.337,135797.962,13578.268,2.191,5.283,7.510,63.247,66320.452,69557.972,0.488,33.338,141252.438,14123.641,2.277,5.572,8.513,93.685,69073.948,72261.628,0.489
11,36.671,153260.600,13931.076,2.205,5.406,8.015,78.466,75166.000,78191.400,0.490,36.670,150178.602,13651.127,2.163,5.258,7.465,63.247,73624.912,76662.859,0.490,36.672,156342.598,14211.025,2.248,5.554,8.565,93.685,76707.088,79719.941,0.490
12,40.005,167400.200,13948.351,2.195,5.410,8.045,78.466,82198.200,85290.000,0.491,40.004,163664.252,13637.247,2.158,5.241,7.419,63.247,80338.294,83420.885,0.491,40.005,171136.148,14259.455,2.233,5.579,8.671,93.685,84058.106,87159.115,0.491
13,43.339,181876.600,13988.773,2.176,5.411,8.076,78.466,89546.600,92411.600,0.492,43.338,177988.446,13689.753,2.141,5.247,7.474,63.247,87595.835,90481.124,0.492,43.339,185764.754,14287.792,2.210,5.575,8.677,93.685,91497.365,94342.076,0.492
14,46.672,196298.200,14019.596,2.165,5.411,8.056,78.466,96795.800,99580.200,0.493,46.672,192348.069,13737.510,2.136,5.254,7.479,63.247,94792.290,97616.814,0.493,46.673,200248.331,14301.683,2.195,5.568,8.633,93.685,98799.310,101543.586,0.493
15,50.006,210876.000,14056.692,2.143,5.408,8.040,78.466,104247.400,106725.400,0.494,50.006,206880.182,13790.374,2.113,5.269,7.513,63.247,102218.215,104750.891,0.494,50.007,214871.818,14323.010,2.172,5.548,8.566,93.685,106276.585,108699.909,0.494
16,53.340,225375.000,14084.247,2.127,5.403,8.022,78.466,111572.400,113893.000,0.495,53.339,221196.234,13823.143,2.101,5.264,7.524,63.247,109458.718,111820.287,0.495,53.340,229553.766,14345.350,2.154,5.541,8.519,93.685,113686.082,115965.713,0.495
17,56.674,239930.200,14111.853,2.122,5.390,8.004,78.466,118838.000,121186.000,0.495,56.673,235748.612,13865.945,2.091,5.255,7.539,63.247,116797.237,119039.783,0.495,56.674,244111.788,14357.762,2.153,5.525,8.470,93.685,120878.763,123332.217,0.495
18,60.007,254245.000,14123.034,2.118,5.386,7.997,78.466,125931.800,128405.000,0.495,60.007,249675.032,13869.213,2.091,5.248,7.571,63.247,123654.541,126102.816,0.495,60.008,258814.968,14376.854,2.146,5.524,8.423,93.685,128209.059,130707.184,0.495
19,63.341,268597.800,14135.059,2.113,5.385,7.988,78.466,133110.800,135572.600,0.495,63.340,263543.756,13869.123,2.089,5.244,7.597,63.247,130543.369,133075.206,0.495,63.341,273651.844,14400.996,2.136,5.527,8.379,93.685,135678.231,138069.994,0.496
20,66.675,283207.800,14158.686,2.102,5.379,7.968,78.466,140505.200,142802.000,0.496,66.674,278035.365,13900.170,2.074,5.234,7.607,63.247,137925.687,140223.502,0.496,66.675,288380.235,14417.201,2.130,5.523,8.328,93.685,143084.713,145380.498,0.496
21,70.009,297714.200,14175.160,2.098,5.369,7.951,78.466,147743.600,150066.200,0.496,70.008,292169.810,13911.238,2.071,5.221,7.589,63.247,144922.226,147341.986,0.496,70.009,303258.590,14439.081,2.125,5.517,8.314,93.685,150564.974,152790.414,0.496
22,73.342,312285.800,14193.084,2.090,5.361,7.939,78.466,155050.600,157323.800,0.496,73.342,306612.630,13935.314,2.059,5.219,7.575,63.247,152254.307,154453.695,0.496,73.343,317958.970,14450.855,2.121,5.503,8.303,93.685,157846.893,160193.905,0.497
