time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,3973.600,3973.012,3.669,5.256,7.669,80.216,0.000,0.000,0.000,3.334,3846.686,3846.231,3.552,5.107,7.036,66.523,0.000,0.000,0.000,3.334,4100.514,4099.793,3.785,5.405,8.302,93.909,0.000,0.000,0.000
2,6.668,8192.800,4095.811,3.680,5.238,7.626,80.216,0.000,0.000,0.000,6.667,7952.683,3975.810,3.595,5.041,7.156,66.523,0.000,0.000,0.000,6.668,8432.917,4215.813,3.765,5.435,8.096,93.909,0.000,0.000,0.000
3,10.001,12323.800,4107.385,3.705,5.296,7.639,80.216,0.000,0.000,0.000,10.001,11955.846,3984.737,3.637,5.076,7.078,66.523,0.000,0.000,0.000,10.002,12691.754,4230.032,3.773,5.516,8.200,93.909,0.000,0.000,0.000
4,13.335,16557.200,4138.770,3.700,5.256,7.488,80.216,0.000,0.000,0.000,13.335,16048.195,4011.526,3.623,5.024,6.966,66.523,0.000,0.000,0.000,13.336,17066.205,4266.014,3.776,5.487,8.010,93.909,0.000,0.000,0.000
5,16.669,20778.000,4155.087,3.701,5.227,7.417,80.216,0.000,0.000,0.000,16.668,20173.734,4034.216,3.629,5.006,6.982,66.523,0.000,0.000,0.000,16.669,21382.266,4275.958,3.773,5.449,7.852,93.909,0.000,0.000,0.000
6,20.002,25038.000,4172.482,3.698,5.204,7.331,80.216,0.000,0.000,0.000,20.002,24344.515,4056.903,3.626,5.001,6.945,66.523,0.000,0.000,0.000,20.003,25731.485,4288.061,3.770,5.406,7.717,93.909,0.000,0.000,0.000
7,23.336,29314.200,4187.227,3.692,5.181,7.284,80.216,0.000,0.000,0.000,23.335,28566.252,4080.400,3.626,4.969,6.909,66.523,0.000,0.000,0.000,23.337,30062.148,4294.054,3.758,5.392,7.658,93.909,0.000,0.000,0.000
8,26.670,33588.000,4197.994,3.690,5.163,7.231,80.216,0.000,0.000,0.000,26.669,32759.496,4094.448,3.624,4.968,6.884,66.523,0.000,0.000,0.000,26.671,34416.504,4301.541,3.756,5.359,7.578,93.909,0.000,0.000,0.000
9,30.004,37956.000,4216.825,3.679,5.133,7.191,80.216,0.000,0.000,0.000,30.003,37098.535,4121.571,3.618,4.964,6.881,66.523,0.000,0.000,0.000,30.005,38813.465,4312.078,3.739,5.302,7.501,93.909,0.000,0.000,0.000
10,33.337,42201.600,4219.648,3.678,5.134,7.206,80.216,0.000,0.000,0.000,33.336,41353.838,4134.919,3.623,4.991,6.957,66.523,0.000,0.000,0.000,33.338,43049.362,4304.377,3.733,5.277,7.454,93.909,0.000,0.000,0.000
