time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,1300.000,1299.787,2.860,3.975,5.644,92.471,0.000,0.000,0.000,3.334,1232.560,1232.293,2.743,3.634,4.680,83.869,0.000,0.000,0.000,3.334,1367.440,1367.280,2.976,4.316,6.609,101.073,0.000,0.000,0.000
2,6.667,2709.600,1354.628,2.872,3.968,5.446,92.471,0.000,0.000,0.000,6.667,2556.153,1277.878,2.747,3.599,4.583,83.869,0.000,0.000,0.000,6.668,2863.047,1431.378,2.998,4.336,6.309,101.073,0.000,0.000,0.000
3,10.001,4177.600,1392.342,2.847,3.892,5.266,92.471,0.000,0.000,0.000,10.001,3947.311,1315.585,2.723,3.584,4.518,83.869,0.000,0.000,0.000,10.002,4407.889,1469.100,2.970,4.199,6.014,101.073,0.000,0.000,0.000
4,13.336,5643.000,1410.529,2.831,3.857,5.195,92.471,0.000,0.000,0.000,13.335,5344.321,1335.855,2.718,3.565,4.421,83.869,0.000,0.000,0.000,13.336,5941.679,1485.203,2.943,4.150,5.968,101.073,0.000,0.000,0.000
5,16.669,7065.000,1412.791,2.835,3.865,5.224,92.471,0.000,0.000,0.000,16.669,6727.263,1345.248,2.736,3.611,4.486,83.869,0.000,0.000,0.000,16.670,7402.737,1480.334,2.935,4.120,5.962,101.073,0.000,0.000,0.000
6,20.003,8474.800,1412.253,2.842,3.876,5.256,92.471,0.000,0.000,0.000,20.003,8094.341,1348.851,2.753,3.636,4.561,83.869,0.000,0.000,0.000,20.003,8855.259,1475.655,2.931,4.115,5.951,101.073,0.000,0.000,0.000
7,23.337,9924.800,1417.618,2.840,3.861,5.204,92.471,0.000,0.000,0.000,23.337,9506.469,1357.866,2.757,3.647,4.536,83.869,0.000,0.000,0.000,23.337,10343.131,1477.370,2.923,4.075,5.871,101.073,0.000,0.000,0.000
8,26.671,11331.400,1416.217,2.845,3.876,5.214,92.471,0.000,0.000,0.000,26.670,10860.122,1357.314,2.762,3.670,4.587,83.869,0.000,0.000,0.000,26.671,11802.678,1475.120,2.927,4.083,5.841,101.073,0.000,0.000,0.000
9,30.004,12757.000,1417.239,2.843,3.880,5.254,92.471,0.000,0.000,0.000,30.004,12254.171,1361.379,2.760,3.689,4.698,83.869,0.000,0.000,0.000,30.005,13259.829,1473.098,2.927,4.071,5.811,101.073,0.000,0.000,0.000
10,33.338,14188.400,1418.635,2.846,3.874,5.251,92.471,0.000,0.000,0.000,33.338,13656.513,1365.464,2.767,3.696,4.668,83.869,0.000,0.000,0.000,33.338,14720.287,1471.806,2.925,4.052,5.834,101.073,0.000,0.000,0.000
11,36.672,15640.600,1421.667,2.844,3.865,5.221,92.471,0.000,0.000,0.000,36.672,15059.773,1368.888,2.759,3.693,4.664,83.869,0.000,0.000,0.000,36.673,16221.427,1474.446,2.930,4.037,5.777,101.073,0.000,0.000,0.000
12,40.006,17039.200,1419.732,2.848,3.876,5.215,92.471,0.000,0.000,0.000,40.005,16352.142,1362.501,2.759,3.684,4.662,83.869,0.000,0.000,0.000,40.007,17726.258,1476.963,2.938,4.068,5.768,101.073,0.000,0.000,0.000
13,43.340,18460.400,1419.824,2.851,3.876,5.206,92.471,0.000,0.000,0.000,43.339,17704.404,1361.698,2.758,3.686,4.664,83.869,0.000,0.000,0.000,43.340,19216.396,1477.950,2.943,4.067,5.748,101.073,0.000,0.000,0.000
14,46.673,19888.800,1420.427,2.852,3.873,5.181,92.471,0.000,0.000,0.000,46.673,19109.501,1364.788,2.765,3.689,4.667,83.869,0.000,0.000,0.000,46.674,20668.099,1476.065,2.940,4.058,5.695,101.073,0.000,0.000,0.000
15,50.007,21337.600,1422.306,2.852,3.867,5.154,92.471,0.000,0.000,0.000,50.006,20568.504,1371.057,2.770,3.694,4.668,83.869,0.000,0.000,0.000,50.008,22106.696,1473.556,2.934,4.039,5.641,101.073,0.000,0.000,0.000
16,53.341,22816.200,1425.811,2.848,3.856,5.131,92.471,0.000,0.000,0.000,53.340,22025.545,1376.419,2.772,3.690,4.665,83.869,0.000,0.000,0.000,53.341,23606.855,1475.203,2.925,4.022,5.596,101.073,0.000,0.000,0.000
