time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,2383.400,2383.129,19.964,28.430,40.265,92.294,1118.000,1337.400,0.455,3.334,2008.793,2008.474,15.024,24.205,35.382,-25.366,944.614,1144.356,0.446,3.334,2758.007,2757.784,24.904,32.654,45.149,209.954,1291.386,1530.444,0.464
2,6.668,4964.200,2481.790,17.493,28.354,40.691,92.615,2384.400,2632.200,0.475,6.667,4411.709,2205.563,15.641,24.125,34.485,-24.811,2103.832,2347.937,0.471,6.668,5516.691,2758.016,19.345,32.583,46.897,210.042,2664.968,2916.463,0.480
3,10.001,7623.600,2540.891,17.075,27.787,40.026,93.546,3734.800,3981.400,0.484,10.001,6749.684,2249.657,15.251,23.531,33.259,-23.329,3261.039,3527.359,0.480,10.001,8497.516,2832.125,18.900,32.044,46.793,210.421,4208.561,4435.441,0.488
4,13.335,10178.400,2544.328,16.977,27.804,40.079,132.612,4974.800,5270.000,0.486,13.334,8904.562,2225.938,15.018,23.361,31.493,-9.907,4336.427,4614.143,0.483,13.335,11452.238,2862.717,18.936,32.247,48.664,275.131,5613.173,5925.857,0.488
5,16.668,12533.800,2506.513,17.637,27.745,38.987,132.612,5996.400,6595.000,0.477,16.668,11002.901,2200.390,15.759,23.241,31.790,-9.907,5319.788,5713.716,0.471,16.669,14064.699,2812.635,19.516,32.248,46.185,275.131,6673.012,7476.284,0.482
6,20.002,14612.400,2435.163,18.353,27.850,38.224,132.612,6774.800,7896.600,0.463,20.001,12924.291,2153.872,16.689,23.346,31.690,-9.907,6193.387,6826.602,0.449,20.002,16300.509,2716.453,20.017,32.353,44.758,275.131,7356.213,8966.598,0.476
7,23.336,16615.800,2373.461,18.697,27.859,37.523,132.789,7377.400,9278.400,0.444,23.335,14931.943,2132.964,16.810,23.460,31.786,-9.519,6869.254,8098.943,0.428,23.336,18299.657,2613.958,20.585,32.259,43.260,275.097,7885.546,10457.857,0.459
8,26.669,18453.800,2306.505,19.186,27.909,37.211,132.789,7894.800,10613.400,0.428,26.669,16493.665,2061.531,17.506,23.414,31.642,-9.519,7373.599,9186.560,0.410,26.670,20413.935,2551.478,20.865,32.403,42.780,275.097,8416.001,12040.240,0.445
9,30.003,20735.600,2303.738,19.274,27.836,37.300,180.840,8829.800,12003.400,0.424,30.002,17881.840,1986.683,17.330,23.200,31.875,46.228,7639.463,10321.679,0.414,30.003,23589.360,2620.793,21.218,32.473,42.725,315.452,10020.137,13685.121,0.434
10,33.336,23215.400,2321.324,19.579,27.800,37.405,181.233,10003.200,13280.400,0.429,33.336,19525.955,1952.407,17.004,23.045,31.776,46.154,8247.377,11337.431,0.421,33.337,26904.845,2690.242,22.154,32.556,43.033,316.313,11759.023,15223.369,0.437
11,36.670,25918.600,2356.019,19.117,27.709,37.021,181.233,11316.000,14674.000,0.434,36.669,21711.801,1973.600,17.060,22.901,31.221,46.154,9207.923,12571.149,0.423,36.671,30125.399,2738.438,21.174,32.517,42.822,316.313,13424.077,16776.851,0.446
12,40.004,28574.000,2380.945,18.907,27.761,36.926,181.233,12652.000,15987.200,0.441,40.003,23778.186,1981.312,16.916,22.785,30.965,46.154,10212.550,13622.271,0.429,40.004,33369.814,2780.578,20.899,32.737,42.887,316.313,15091.450,18352.129,0.453
13,43.337,31161.000,2396.776,18.743,27.872,37.067,182.419,13956.000,17266.000,0.446,43.336,25939.531,1995.132,16.808,22.904,30.680,49.472,11326.215,14671.420,0.436,43.339,36382.469,2798.419,20.679,32.841,43.454,315.366,16585.785,19860.580,0.456
14,46.671,33667.400,2404.593,18.583,27.987,37.795,183.527,15200.600,18528.600,0.450,46.670,28118.091,2008.225,16.731,23.057,31.430,52.528,12432.940,15755.260,0.441,46.671,39216.709,2800.961,20.435,32.917,44.159,314.526,17968.260,21301.940,0.459
15,50.005,36298.200,2419.661,18.352,27.997,37.745,188.246,16513.600,19846.200,0.453,50.004,30213.909,2014.056,16.655,22.990,31.097,65.002,13472.933,16797.391,0.445,50.005,42382.491,2825.266,20.048,33.004,44.394,311.489,19554.267,22895.009,0.462
16,53.338,38871.000,2429.212,18.204,28.043,38.289,225.352,17796.200,21145.000,0.456,53.338,32376.348,2023.319,16.594,22.981,31.180,130.805,14578.569,17876.242,0.449,53.339,45365.652,2835.105,19.815,33.105,45.399,319.899,21013.831,24413.758,0.463
17,56.672,41593.000,2446.423,17.939,28.010,38.194,225.352,19144.600,22517.800,0.459,56.671,34606.921,2035.498,16.479,22.873,30.894,130.805,15685.121,18992.733,0.452,56.672,48579.079,2857.347,19.399,33.147,45.495,319.899,22604.079,26042.867,0.465
18,60.005,44244.600,2457.809,17.770,28.036,37.972,225.352,20459.200,23856.800,0.461,60.005,36834.519,2046.158,16.452,22.827,30.686,130.805,16791.237,20114.117,0.455,60.006,51654.681,2869.460,19.088,33.246,45.257,319.899,24127.163,27599.483,0.467
19,63.339,46953.800,2471.029,17.572,27.997,38.073,225.352,21806.800,25217.200,0.463,63.338,39119.916,2058.737,16.401,22.731,30.315,130.805,17921.449,21271.985,0.457,63.340,54787.684,2883.320,18.743,33.263,45.831,319.899,25692.151,29162.415,0.469
20,66.673,49439.200,2471.734,17.475,28.102,38.145,225.352,23044.200,26466.400,0.465,66.672,41240.277,2061.810,16.365,22.904,30.834,130.805,18951.786,22360.067,0.459,66.674,57638.123,2881.659,18.585,33.300,45.456,319.899,27136.614,30572.733,0.471
21,70.007,52044.800,2478.093,17.269,28.154,38.371,225.352,24350.600,27755.400,0.467,70.006,43625.603,2077.202,16.325,23.018,31.289,130.805,20129.269,23555.305,0.461,70.008,60463.997,2878.984,18.213,33.291,45.453,319.899,28571.931,31955.495,0.473
22,73.340,54725.200,2487.278,17.121,28.144,38.368,225.352,25691.800,29105.400,0.468,73.339,45927.689,2087.410,16.222,23.000,31.472,130.805,21286.502,24711.643,0.463,73.341,63522.711,2887.146,18.020,33.289,45.264,319.899,30097.098,33499.157,0.474
23,76.674,57508.000,2500.119,16.985,28.082,38.198,225.352,27105.400,30472.000,0.470,76.673,48226.163,2096.579,16.098,22.901,31.375,130.805,22425.735,25857.590,0.465,76.675,66789.837,2903.658,17.872,33.264,45.021,319.899,31785.065,35086.410,0.476
24,80.007,60357.200,2514.653,16.907,28.000,37.968,225.352,28529.600,31894.600,0.472,80.007,50773.440,2115.351,16.017,22.870,31.158,130.805,23689.678,27149.501,0.466,80.008,69940.960,2913.955,17.797,33.130,44.778,319.899,33369.522,36639.699,0.477
25,83.341,63122.200,2524.658,16.862,27.951,37.768,225.352,29918.000,33265.800,0.473,83.340,53314.502,2132.373,15.958,22.961,31.006,130.805,24980.792,28399.388,0.468,83.342,72929.898,2916.943,17.767,32.941,44.531,319.899,34855.208,38132.212,0.478
26,86.674,65902.200,2534.470,16.789,27.928,37.713,225.352,31318.000,34649.200,0.474,86.674,55901.609,2149.854,15.867,23.028,31.132,130.805,26268.848,29698.967,0.469,86.675,75902.791,2919.085,17.710,32.828,44.293,319.899,36367.152,39599.433,0.479
27,90.008,68626.400,2541.488,16.761,27.863,37.719,225.352,32676.000,36008.400,0.475,90.007,58531.856,2167.635,15.847,23.047,31.298,130.805,27616.849,30976.298,0.471,90.009,78720.944,2915.341,17.675,32.678,44.141,319.899,37735.151,41040.502,0.479
28,93.342,71469.200,2552.238,16.582,27.823,37.598,225.352,34111.800,37416.200,0.477,93.341,61216.228,2186.083,15.705,23.099,31.262,130.805,28994.291,32282.611,0.473,93.343,81722.172,2918.393,17.459,32.547,43.934,319.899,39229.309,42549.789,0.480
29,96.675,74257.800,2560.381,16.569,27.748,37.428,225.352,35503.800,38821.200,0.477,96.674,63898.933,2203.201,15.690,23.099,31.250,130.805,30310.902,33652.450,0.474,96.676,84616.667,2917.561,17.448,32.397,43.605,319.899,40696.698,43989.950,0.481
30,100.000,77107.200,2570.001,16.531,27.692,37.274,225.352,36945.200,40230.000,0.478,100.000,66658.923,2221.749,15.670,23.120,31.178,130.805,31702.796,35019.830,0.475,100.000,87555.477,2918.254,17.392,32.265,43.369,319.899,42187.604,45440.170,0.482
