time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.336,185985.800,185766.586,0.550,1.298,1.721,206.379,187319.600,949.000,0.794,3.334,-120672.909,-120539.787,-0.389,-0.911,-1.206,-99.498,-123056.268,856.189,0.453,3.339,492644.509,492072.959,1.489,3.507,4.647,512.257,497695.468,1041.811,1.136
2,6.671,1581895.800,790535.075,0.001,0.001,0.001,206.379,1585259.400,1000.800,0.999,6.667,826335.836,412716.368,0.001,0.001,0.000,-99.498,824640.843,999.761,0.999,6.675,2337455.764,1168353.782,0.001,0.001,0.001,512.257,2345877.957,1001.839,1.000
3,10.009,3034049.600,1010687.965,0.001,0.001,0.001,206.379,3038102.600,1000.800,1.000,10.000,1537248.658,511433.313,0.001,0.001,0.000,-99.498,1535917.717,999.761,0.999,10.018,4530850.542,1509942.616,0.001,0.001,0.001,512.257,4540287.483,1001.839,1.000
4,13.343,4478789.200,1119101.495,0.001,0.001,0.001,206.379,4478764.200,1000.800,1.000,13.333,2170247.771,541715.165,0.001,0.001,0.000,-99.498,2170503.867,999.761,1.000,13.352,6787330.629,1696487.826,0.001,0.001,0.001,512.257,6787024.533,1001.839,1.000
5,16.678,5885377.400,1176453.919,0.001,0.001,0.001,206.379,5886087.800,1000.800,1.000,16.668,2956815.243,590548.558,0.001,0.001,0.000,-99.498,2955758.113,999.761,1.000,16.688,8813939.557,1762359.280,0.001,0.001,0.001,512.257,8816417.487,1001.839,1.000
6,20.014,7309286.200,1217511.802,0.001,0.001,0.001,206.379,7312621.000,1000.800,1.000,20.004,3755121.681,625027.030,0.001,0.001,0.000,-99.498,3756398.111,999.761,1.000,20.023,10863450.719,1809996.573,0.001,0.001,0.001,512.257,10868843.889,1001.839,1.000
7,23.348,8821043.800,1259509.384,0.001,0.001,0.001,206.379,8823703.600,1000.800,1.000,23.338,4608258.363,657555.538,0.001,0.001,0.000,-99.498,4605337.762,999.761,1.000,23.357,13033829.237,1861463.230,0.001,0.001,0.001,512.257,13042069.438,1001.839,1.000
8,26.682,10357316.000,1294014.220,0.001,0.001,0.001,206.379,10359769.600,1000.800,1.000,26.673,5554082.845,693478.407,0.001,0.001,0.000,-99.498,5554553.495,999.761,1.000,26.692,15160549.155,1894550.033,0.001,0.001,0.001,512.257,15164985.705,1001.839,1.000
9,30.017,11898110.200,1321370.736,0.001,0.001,0.001,206.379,11900398.600,1000.800,1.000,30.007,6392922.863,709605.386,0.001,0.001,0.000,-99.498,6395125.814,999.761,1.000,30.027,17403297.537,1933136.086,0.001,0.001,0.001,512.257,17405671.386,1001.839,1.000
10,33.353,13568250.800,1356149.717,0.001,0.001,0.001,206.379,13569747.800,1000.800,1.000,33.341,7493469.581,748613.425,0.001,0.001,0.000,-99.498,7493254.339,999.761,1.000,33.364,19643032.019,1963686.009,0.001,0.001,0.001,512.257,19646241.261,1001.839,1.000
