time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,4409.200,4408.561,1.718,4.171,5.777,78.669,2177.000,2261.200,0.490,3.334,4108.341,4107.513,1.614,3.788,5.051,58.256,2024.436,2121.638,0.486,3.334,4710.059,4709.610,1.823,4.555,6.503,99.083,2329.564,2400.762,0.495
2,6.668,9223.200,4610.991,1.644,4.138,5.708,78.669,4572.400,4679.400,0.494,6.667,8684.618,4341.668,1.573,3.814,5.050,58.256,4293.826,4424.283,0.492,6.668,9761.782,4880.315,1.716,4.462,6.367,99.083,4850.974,4934.517,0.497
3,10.001,13608.000,4535.362,1.790,4.139,5.684,78.669,6509.000,7115.800,0.478,10.001,13021.363,4339.801,1.766,3.837,5.069,58.256,6293.787,6741.585,0.473,10.002,14194.637,4730.923,1.813,4.440,6.298,99.083,6724.213,7490.015,0.483
4,13.335,17188.000,4296.434,1.945,4.162,5.735,78.669,7637.200,9564.000,0.444,13.335,16496.657,4123.590,1.923,3.871,5.052,58.256,7435.961,9077.157,0.438,13.336,17879.343,4469.277,1.966,4.454,6.419,99.083,7838.439,10050.843,0.450
5,16.669,20693.000,4137.995,2.017,4.214,5.877,78.669,8764.600,11947.000,0.423,16.669,19313.557,3862.149,1.960,3.869,5.013,58.256,8074.066,11257.717,0.418,16.670,22072.443,4413.841,2.074,4.558,6.741,99.083,9455.134,12636.283,0.428
6,20.003,25322.800,4219.886,1.975,4.230,5.994,78.669,11089.800,14255.800,0.437,20.002,23608.175,3934.149,1.925,3.886,5.081,58.256,10238.402,13396.365,0.434,20.003,27037.425,4505.622,2.024,4.573,6.907,99.083,11941.198,15115.235,0.441
7,23.337,30127.600,4303.367,1.938,4.211,6.006,78.669,13501.000,16645.000,0.448,23.336,28305.473,4043.102,1.900,3.911,5.127,58.256,12563.623,15762.492,0.444,23.337,31949.727,4563.631,1.976,4.511,6.885,99.083,14438.377,17527.508,0.452
8,26.670,35041.000,4379.528,1.905,4.192,5.966,78.669,15985.800,19071.800,0.456,26.670,33086.582,4135.243,1.875,3.898,5.110,58.256,15029.434,18076.896,0.454,26.671,36995.418,4623.814,1.935,4.486,6.823,99.083,16942.166,20066.704,0.458
9,30.004,39753.200,4416.437,1.889,4.189,5.948,78.669,18290.800,21475.400,0.460,30.003,37366.708,4151.304,1.854,3.873,5.066,58.256,17101.488,20277.661,0.458,30.005,42139.692,4681.570,1.924,4.505,6.831,99.083,19480.112,22673.139,0.462
10,33.338,44512.200,4450.635,1.870,4.188,5.933,78.669,20660.800,23867.200,0.464,33.337,41794.523,4178.905,1.834,3.868,5.045,58.256,19300.995,22508.279,0.462,33.338,47229.877,4722.365,1.905,4.508,6.821,99.083,22020.605,25226.121,0.466
11,36.671,49253.800,4477.033,1.855,4.187,5.930,78.669,23023.200,26252.400,0.467,36.671,46126.069,4192.732,1.814,3.861,5.047,58.256,21452.226,24695.615,0.465,36.672,52381.531,4761.335,1.896,4.512,6.813,99.083,24594.174,27809.185,0.469
