time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,12819.600,12817.766,2.350,5.598,8.462,75.897,6272.600,6627.400,0.486,3.334,12230.365,12228.578,2.269,5.170,7.645,65.779,5990.880,6286.910,0.485,3.334,13408.835,13406.954,2.431,6.027,9.278,86.016,6554.320,6967.890,0.488
2,6.667,37890.000,18942.879,0.002,5.136,7.768,75.897,24524.800,13708.200,0.639,6.667,32840.138,16418.469,0.002,4.772,7.211,65.779,20050.659,13097.494,0.606,6.668,42939.862,21467.289,0.002,5.499,8.324,86.016,28998.941,14318.906,0.672
3,10.001,107399.600,35796.015,0.001,4.373,7.016,75.897,87042.200,20903.000,0.806,10.001,100772.497,33587.639,0.001,4.232,6.703,65.779,80971.391,20226.927,0.800,10.001,114026.703,38004.391,0.001,4.514,7.328,86.016,93113.009,21579.073,0.812
4,13.335,179361.400,44835.389,0.001,4.070,6.661,75.897,151668.400,28193.600,0.843,13.335,171521.056,42875.938,0.001,3.968,6.413,65.779,144617.353,27411.542,0.841,13.335,187201.744,46794.839,0.001,4.172,6.909,86.016,158719.447,28975.658,0.846
5,16.669,252873.600,50568.537,0.001,3.858,6.469,75.897,217741.800,35586.200,0.859,16.668,243360.505,48665.583,0.001,3.773,6.250,65.779,209120.126,34618.623,0.858,16.670,262386.695,52471.490,0.001,3.944,6.689,86.016,226363.474,36553.777,0.861
6,20.002,324808.600,54128.450,0.001,3.681,6.370,75.897,282300.800,42922.600,0.868,20.002,315795.666,52625.664,0.001,3.590,6.231,65.779,274170.624,42014.864,0.867,20.003,333821.534,55631.236,0.001,3.772,6.509,86.016,290430.976,43830.336,0.869
7,23.336,397053.800,56715.474,0.001,3.504,6.275,75.897,347211.000,50289.000,0.873,23.335,387425.090,55339.015,0.001,3.366,6.123,65.779,338555.320,49321.904,0.873,23.337,406682.510,58091.932,0.001,3.641,6.427,86.016,355866.680,51256.096,0.874
8,26.670,469124.600,58633.875,0.001,3.278,6.221,75.897,412019.200,57569.400,0.877,26.669,458087.200,57253.464,0.001,3.104,6.055,65.779,402086.554,56477.429,0.877,26.671,480162.000,60014.287,0.001,3.453,6.387,86.016,421951.846,58661.371,0.878
9,30.004,540812.200,60083.264,0.001,3.028,6.176,75.897,476364.000,64871.600,0.880,30.002,528645.074,58730.271,0.001,2.866,6.008,65.779,465485.390,63629.302,0.880,30.005,552979.326,61436.258,0.001,3.189,6.344,86.016,487242.610,66113.898,0.881
10,33.337,613543.800,61347.330,0.001,2.851,6.145,75.897,541835.800,72225.000,0.882,33.337,601013.673,60093.310,0.001,2.731,5.985,65.779,530334.748,70971.431,0.882,33.338,626073.927,62601.350,0.001,2.970,6.305,86.016,553336.852,73478.569,0.883
11,36.671,683447.000,62124.448,0.001,2.761,6.140,75.897,604530.600,79377.800,0.884,36.670,667750.039,60696.428,0.001,2.637,5.967,65.779,590335.217,77787.456,0.884,36.672,699143.961,63552.468,0.001,2.885,6.313,86.016,618725.983,80968.144,0.884
12,40.004,754061.800,62831.216,0.001,2.697,6.155,75.897,668070.400,86567.200,0.885,40.004,737893.013,61482.957,0.001,2.580,5.994,65.779,653460.404,84943.664,0.885,40.005,770230.587,64179.475,0.001,2.814,6.315,86.016,682680.396,88190.736,0.886
13,43.338,824480.600,63414.421,0.001,2.656,6.151,75.897,731107.200,93809.800,0.886,43.338,809479.318,62259.621,0.001,2.546,5.993,65.779,717513.216,92231.889,0.886,43.339,839481.882,64569.221,0.001,2.766,6.308,86.016,744701.184,95387.711,0.886
14,46.672,897502.600,64100.052,0.001,2.611,6.144,75.897,796819.400,101087.600,0.887,46.671,881930.365,62986.861,0.001,2.497,5.994,65.779,782806.358,99518.480,0.887,46.673,913074.835,65213.243,0.001,2.724,6.294,86.016,810832.442,102656.720,0.888
