time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.335,411277.200,411062.534,0.001,0.001,0.431,168.545,413099.000,1006.400,0.996,3.333,105627.563,105685.163,0.001,0.001,-0.764,-228.695,107844.598,1005.720,0.991,3.337,716926.837,716439.904,0.001,0.001,1.626,565.786,718353.402,1007.080,1.001
2,6.670,2447965.800,1223366.060,0.001,0.001,0.001,168.545,2450553.200,1006.400,1.000,6.666,2062854.337,1030587.400,0.001,0.001,0.000,-228.695,2065416.863,1005.720,1.000,6.674,2833077.263,1416144.721,0.001,0.001,0.001,565.786,2835689.537,1007.080,1.000
3,10.007,4422921.400,1473334.499,0.001,0.001,0.001,168.545,4429168.400,1006.400,1.000,10.002,3971742.643,1322833.253,0.001,0.001,0.000,-228.695,3976223.459,1005.720,1.000,10.011,4874100.157,1623835.746,0.001,0.001,0.001,565.786,4882113.341,1007.080,1.000
4,13.341,6371516.000,1591955.838,0.001,0.001,0.001,168.545,6374760.600,1006.400,1.000,13.335,5552323.697,1387059.429,0.001,0.001,0.000,-228.695,5555121.581,1005.720,1.000,13.347,7190708.303,1796852.246,0.001,0.001,0.001,565.786,7194399.619,1007.080,1.000
5,16.676,8252030.400,1649478.537,0.001,0.001,0.001,168.545,8253595.400,1006.400,1.000,16.670,6972293.804,1393526.027,0.001,0.001,0.000,-228.695,6971416.454,1005.720,1.000,16.682,9531766.996,1905431.047,0.001,0.001,0.001,565.786,9535774.346,1007.080,1.000
6,20.012,10151498.000,1690899.187,0.001,0.001,0.001,168.545,10155770.000,1006.400,1.000,20.003,8526390.740,1420144.327,0.001,0.001,0.000,-228.695,8531944.879,1005.720,1.000,20.022,11776605.260,1961654.047,0.001,0.001,0.001,565.786,11779595.121,1007.080,1.000
7,23.345,11973198.600,1709554.667,0.001,0.001,0.001,168.545,11976384.800,1006.400,1.000,23.336,9973678.523,1424019.805,0.001,0.001,0.000,-228.695,9974222.685,1005.720,1.000,23.355,13972718.677,1995089.530,0.001,0.001,0.001,565.786,13978546.915,1007.080,1.000
8,26.682,13873175.400,1733169.830,0.001,0.001,0.001,168.545,13873748.400,1006.400,1.000,26.672,11582393.483,1447064.710,0.001,0.001,0.000,-228.695,11581442.594,1005.720,1.000,26.691,16163957.317,2019274.950,0.001,0.001,0.001,565.786,16166054.206,1007.080,1.000
9,30.015,15807184.800,1755458.257,0.001,0.001,0.001,168.545,15808601.600,1006.400,1.000,30.005,13153356.981,1460815.186,0.001,0.001,0.000,-228.695,13152991.716,1005.720,1.000,30.025,18461012.619,2050101.328,0.001,0.001,0.001,565.786,18464211.484,1007.080,1.000
10,33.351,17714797.200,1770501.267,0.001,0.001,0.001,168.545,17716357.800,1006.400,1.000,33.341,14581619.759,1457434.078,0.001,0.001,0.000,-228.695,14582523.672,1005.720,1.000,33.362,20847974.641,2083568.457,0.001,0.001,0.001,565.786,20850191.928,1007.080,1.000
11,36.688,19645129.000,1784855.855,0.001,0.001,0.001,168.545,19648326.400,1006.400,1.000,36.679,16100833.363,1463016.721,0.001,0.001,0.000,-228.695,16101648.701,1005.720,1.000,36.698,23189424.637,2106694.989,0.001,0.001,0.001,565.786,23195004.099,1007.080,1.000
12,40.023,21516837.600,1792014.327,0.001,0.001,0.001,168.545,21519083.800,1006.400,1.000,40.014,17449694.812,1453452.830,0.001,0.001,0.000,-228.695,17449781.261,1005.720,1.000,40.032,25583980.388,2130575.825,0.001,0.001,0.001,565.786,25588386.339,1007.080,1.000
13,43.358,23414121.800,1800036.154,0.001,0.001,0.001,168.545,23416419.000,1006.400,1.000,43.349,18895908.763,1452851.778,0.001,0.001,0.000,-228.695,18896413.183,1005.720,1.000,43.367,27932334.837,2147220.529,0.001,0.001,0.001,565.786,27936424.817,1007.080,1.000
14,46.694,25374296.200,1811350.090,0.001,0.001,0.001,168.545,25380313.600,1006.400,1.000,46.683,20630035.013,1472896.425,0.001,0.001,0.000,-228.695,20631878.561,1005.720,1.000,46.706,30118557.387,2149803.754,0.001,0.001,0.001,565.786,30128748.639,1007.080,1.000
15,50.029,27288207.000,1818120.107,0.001,0.001,0.001,168.545,27293186.200,1006.400,1.000,50.020,22188694.671,1478563.318,0.001,0.001,0.000,-228.695,22193604.629,1005.720,1.000,50.038,32387719.329,2157676.896,0.001,0.001,0.001,565.786,32392767.771,1007.080,1.000
16,53.366,29253793.600,1827222.331,0.001,0.001,0.001,168.545,29257278.800,1006.400,1.000,53.361,23879367.459,1491642.258,0.001,0.001,0.000,-228.695,23880149.460,1005.720,1.000,53.371,34628219.741,2162802.404,0.001,0.001,0.001,565.786,34634408.140,1007.080,1.000
17,56.701,31182599.200,1833148.652,0.001,0.001,0.001,168.545,31183609.400,1006.400,1.000,56.697,25561200.665,1502777.715,0.001,0.001,0.000,-228.695,25562011.325,1005.720,1.000,56.706,36803997.735,2163519.589,0.001,0.001,0.001,565.786,36805207.475,1007.080,1.000
18,60.037,33085479.200,1836943.536,0.001,0.001,0.001,168.545,33088902.000,1006.400,1.000,60.029,27213888.378,1511079.496,0.001,0.001,0.000,-228.695,27216873.880,1005.720,1.000,60.044,38957070.022,2162807.576,0.001,0.001,0.001,565.786,38960930.120,1007.080,1.000
19,63.371,35035486.800,1842853.829,0.001,0.001,0.001,168.545,35041108.000,1006.400,1.000,63.363,28956247.888,1523236.779,0.001,0.001,0.000,-228.695,28956761.214,1005.720,1.000,63.379,41114725.712,2162470.879,0.001,0.001,0.001,565.786,41125454.786,1007.080,1.000
