experiment,run_id,workload,hosts,concurrency,count,seed,total_time_s,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,duration
"exp3-c32-s-uniform",2,"read (rows=1000 size=64 batch=1 block=100 distr=uniform)","34.118.245.184:9601;34.89.240.24:9602;34.185.215.183:9603;34.159.230.75:9604;35.246.243.182:9605",32,100000,16791084677885396490,30.324,40525933,1336439.045,0.001023,0.009727,0.270335,36.962303,40524824,1109,0.999973,30.0
