time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,5771.600,5770.416,4.984,7.354,10.676,89.037,0.000,0.000,0.000,3.334,5342.210,5341.360,4.628,6.564,8.989,74.631,0.000,0.000,0.000,3.335,6200.990,6199.473,5.340,8.144,12.362,103.443,0.000,0.000,0.000
2,6.667,11940.200,5969.273,4.945,7.402,10.669,89.037,0.000,0.000,0.000,6.667,11054.771,5526.779,4.615,6.694,9.405,74.631,0.000,0.000,0.000,6.668,12825.629,6411.766,5.275,8.111,11.934,103.443,0.000,0.000,0.000
3,10.001,18056.200,6017.847,4.973,7.382,10.741,89.037,0.000,0.000,0.000,10.000,16410.172,5469.583,4.593,6.478,8.877,74.631,0.000,0.000,0.000,10.003,19702.228,6566.111,5.354,8.286,12.605,103.443,0.000,0.000,0.000
4,13.336,24327.000,6080.732,4.957,7.332,10.460,89.037,0.000,0.000,0.000,13.334,22439.361,5609.044,4.653,6.594,8.976,74.631,0.000,0.000,0.000,13.337,26214.639,6552.419,5.261,8.070,11.943,103.443,0.000,0.000,0.000
5,16.669,30424.800,6084.025,4.966,7.365,10.517,89.037,0.000,0.000,0.000,16.668,28136.610,5626.546,4.673,6.635,9.101,74.631,0.000,0.000,0.000,16.671,32712.990,6541.503,5.259,8.095,11.933,103.443,0.000,0.000,0.000
6,20.003,36914.800,6151.551,4.918,7.290,10.369,89.037,0.000,0.000,0.000,20.001,34494.196,5748.209,4.670,6.683,9.145,74.631,0.000,0.000,0.000,20.004,39335.404,6554.894,5.167,7.897,11.594,103.443,0.000,0.000,0.000
7,23.337,43196.400,6170.046,4.911,7.270,10.381,89.037,0.000,0.000,0.000,23.335,40617.494,5801.736,4.686,6.747,9.197,74.631,0.000,0.000,0.000,23.338,45775.306,6538.357,5.137,7.792,11.565,103.443,0.000,0.000,0.000
8,26.671,49415.800,6176.116,4.920,7.263,10.324,89.037,0.000,0.000,0.000,26.669,46121.599,5764.436,4.658,6.667,9.126,74.631,0.000,0.000,0.000,26.672,52710.001,6587.796,5.182,7.859,11.521,103.443,0.000,0.000,0.000
9,30.004,55741.400,6192.619,4.915,7.243,10.265,89.037,0.000,0.000,0.000,30.003,52177.571,5796.747,4.659,6.674,9.160,74.631,0.000,0.000,0.000,30.006,59305.229,6588.491,5.171,7.811,11.369,103.443,0.000,0.000,0.000
10,33.338,62012.800,6200.416,4.912,7.234,10.248,89.037,0.000,0.000,0.000,33.336,58006.159,5799.862,4.652,6.651,9.148,74.631,0.000,0.000,0.000,33.340,66019.441,6600.971,5.172,7.818,11.349,103.443,0.000,0.000,0.000
11,36.672,68085.600,6188.766,4.923,7.265,10.371,89.037,0.000,0.000,0.000,36.670,63138.556,5739.126,4.636,6.559,8.975,74.631,0.000,0.000,0.000,36.673,73032.644,6638.407,5.209,7.972,11.767,103.443,0.000,0.000,0.000
12,40.006,74396.800,6198.899,4.917,7.252,10.328,89.037,0.000,0.000,0.000,40.004,69046.352,5753.067,4.633,6.545,8.951,74.631,0.000,0.000,0.000,40.007,79747.248,6644.731,5.200,7.960,11.706,103.443,0.000,0.000,0.000
13,43.339,80963.000,6227.084,4.898,7.210,10.278,89.037,0.000,0.000,0.000,43.337,75476.011,5805.046,4.641,6.527,8.932,74.631,0.000,0.000,0.000,43.341,86449.989,6649.123,5.155,7.892,11.623,103.443,0.000,0.000,0.000
14,46.673,87358.200,6239.025,4.888,7.193,10.250,89.037,0.000,0.000,0.000,46.671,81774.737,5840.220,4.655,6.552,8.979,74.631,0.000,0.000,0.000,46.675,92941.663,6637.830,5.122,7.835,11.521,103.443,0.000,0.000,0.000
15,50.007,93633.200,6241.379,4.889,7.188,10.242,89.037,0.000,0.000,0.000,50.005,88010.570,5866.546,4.672,6.576,9.028,74.631,0.000,0.000,0.000,50.008,99255.830,6616.211,5.106,7.801,11.455,103.443,0.000,0.000,0.000
16,53.340,99972.000,6247.426,4.885,7.182,10.243,89.037,0.000,0.000,0.000,53.338,94342.030,5895.564,4.679,6.610,9.098,74.631,0.000,0.000,0.000,53.342,105601.970,6599.289,5.091,7.754,11.389,103.443,0.000,0.000,0.000
17,56.674,106313.200,6252.884,4.882,7.171,10.224,89.037,0.000,0.000,0.000,56.673,100602.822,5916.967,4.685,6.630,9.134,74.631,0.000,0.000,0.000,56.676,112023.578,6588.801,5.078,7.712,11.314,103.443,0.000,0.000,0.000
18,60.008,112658.000,6257.951,4.882,7.157,10.194,89.037,0.000,0.000,0.000,60.006,106835.206,5934.433,4.699,6.629,9.119,74.631,0.000,0.000,0.000,60.010,118480.794,6581.469,5.066,7.686,11.270,103.443,0.000,0.000,0.000
