time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.335,3116.200,3115.106,4.944,7.539,366.933,577.031,0.000,0.000,0.000,3.333,2943.694,2942.201,4.716,6.840,118.433,568.868,0.000,0.000,0.000,3.336,3288.706,3288.012,5.172,8.238,615.433,585.195,0.000,0.000,0.000
2,6.668,9236.400,4617.099,4.983,7.350,11.056,577.031,0.000,0.000,0.000,6.668,8856.421,4427.077,4.790,6.855,10.113,568.868,0.000,0.000,0.000,6.669,9616.379,4807.122,5.176,7.845,11.999,585.195,0.000,0.000,0.000
3,10.002,15241.000,5079.301,5.004,7.445,11.171,577.031,0.000,0.000,0.000,10.001,14521.259,4839.545,4.820,6.965,9.757,568.868,0.000,0.000,0.000,10.003,15960.741,5319.058,5.187,7.925,12.585,585.195,0.000,0.000,0.000
4,13.336,21101.200,5274.250,5.040,7.555,11.321,577.031,0.000,0.000,0.000,13.334,20019.441,5003.991,4.843,7.043,9.937,568.868,0.000,0.000,0.000,13.338,22182.959,5544.508,5.236,8.067,12.706,585.195,0.000,0.000,0.000
5,16.670,26891.600,5377.307,5.060,7.650,11.495,577.031,0.000,0.000,0.000,16.669,25211.690,5041.621,4.853,7.015,10.002,568.868,0.000,0.000,0.000,16.671,28571.510,5712.993,5.267,8.285,12.988,585.195,0.000,0.000,0.000
6,20.004,32054.000,5341.383,5.070,7.785,12.160,577.031,0.000,0.000,0.000,20.002,28900.549,4816.061,4.877,7.126,9.866,568.868,0.000,0.000,0.000,20.005,35207.451,5866.705,5.263,8.443,14.455,585.195,0.000,0.000,0.000
7,23.337,36703.800,5242.496,5.091,7.931,26.255,577.031,0.000,0.000,0.000,23.336,31323.596,4474.181,4.882,7.012,-13.833,568.868,0.000,0.000,0.000,23.339,42084.004,6010.811,5.299,8.851,66.344,585.195,0.000,0.000,0.000
8,26.671,41438.800,5178.959,5.098,7.982,35.083,577.031,0.000,0.000,0.000,26.670,34032.319,4253.441,4.869,7.009,-28.623,568.868,0.000,0.000,0.000,26.673,48845.281,6104.478,5.327,8.955,98.789,585.195,0.000,0.000,0.000
9,30.006,46240.200,5136.792,5.101,7.985,36.816,577.031,0.000,0.000,0.000,30.004,36686.904,4075.666,4.870,6.972,-27.190,568.868,0.000,0.000,0.000,30.008,55793.496,6197.918,5.332,8.997,100.823,585.195,0.000,0.000,0.000
10,33.340,51009.200,5099.929,5.110,7.993,58.568,577.031,0.000,0.000,0.000,33.338,39224.042,3921.776,4.856,6.944,-22.052,568.868,0.000,0.000,0.000,33.342,62794.358,6278.083,5.364,9.042,139.188,585.195,0.000,0.000,0.000
11,36.673,55803.200,5072.056,5.113,8.002,58.778,577.031,0.000,0.000,0.000,36.672,41744.468,3794.341,4.848,6.951,-22.272,568.868,0.000,0.000,0.000,36.675,69861.932,6349.770,5.379,9.053,139.827,585.195,0.000,0.000,0.000
12,40.007,60687.200,5056.328,5.113,7.990,58.869,577.031,0.000,0.000,0.000,40.006,44224.331,3684.755,4.837,6.892,-22.448,568.868,0.000,0.000,0.000,40.009,77150.069,6427.902,5.388,9.087,140.187,585.195,0.000,0.000,0.000
13,43.341,65624.000,5047.089,5.105,7.986,58.909,577.031,0.000,0.000,0.000,43.339,46792.149,3598.808,4.809,6.853,-22.586,568.868,0.000,0.000,0.000,43.343,84455.851,6495.369,5.402,9.120,140.404,585.195,0.000,0.000,0.000
14,46.675,70107.600,5006.765,5.101,8.001,59.040,577.031,0.000,0.000,0.000,46.674,49333.262,3523.181,4.800,6.848,-22.676,568.868,0.000,0.000,0.000,46.677,90881.938,6490.350,5.403,9.154,140.755,585.195,0.000,0.000,0.000
15,50.009,74307.400,4952.928,5.104,8.003,59.112,577.031,0.000,0.000,0.000,50.007,51954.624,3463.045,4.802,6.867,-22.669,568.868,0.000,0.000,0.000,50.011,96660.176,6442.812,5.406,9.139,140.892,585.195,0.000,0.000,0.000
16,53.343,78722.400,4919.271,5.098,7.973,59.176,577.031,0.000,0.000,0.000,53.342,54516.746,3406.705,4.788,6.832,-22.680,568.868,0.000,0.000,0.000,53.344,102928.054,6431.836,5.408,9.114,141.031,585.195,0.000,0.000,0.000
17,56.677,82971.400,4879.800,5.091,7.978,59.294,577.031,0.000,0.000,0.000,56.675,57040.098,3354.717,4.792,6.849,-22.539,568.868,0.000,0.000,0.000,56.678,108902.702,6404.882,5.391,9.107,141.127,585.195,0.000,0.000,0.000
18,60.011,87389.800,4854.112,5.078,7.950,59.392,577.031,0.000,0.000,0.000,60.009,59663.521,3314.019,4.795,6.849,-22.368,568.868,0.000,0.000,0.000,60.012,115116.079,6394.204,5.361,9.050,141.152,585.195,0.000,0.000,0.000
19,63.345,91726.600,4826.855,5.077,7.940,59.543,577.031,0.000,0.000,0.000,63.343,62089.961,3267.273,4.802,6.852,-22.161,568.868,0.000,0.000,0.000,63.346,121363.239,6386.436,5.351,9.028,141.246,585.195,0.000,0.000,0.000
20,66.679,95905.400,4794.423,5.074,7.953,59.749,577.031,0.000,0.000,0.000,66.677,64342.354,3216.506,4.817,6.872,-21.801,568.868,0.000,0.000,0.000,66.681,127468.446,6372.340,5.332,9.034,141.299,585.195,0.000,0.000,0.000
21,70.012,100109.600,4766.288,5.072,7.972,60.500,577.031,0.000,0.000,0.000,70.010,66465.312,3164.421,4.826,6.894,-20.328,568.868,0.000,0.000,0.000,70.015,133753.888,6368.154,5.319,9.051,141.327,585.195,0.000,0.000,0.000
22,73.347,104296.000,4739.883,5.078,7.987,82.772,577.031,0.000,0.000,0.000,73.344,68427.885,3109.767,4.829,6.892,1.201,568.868,0.000,0.000,0.000,73.349,140164.115,6369.999,5.328,9.082,164.343,585.195,0.000,0.000,0.000
