time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,5566.600,5565.902,5.180,7.944,11.675,88.008,0.000,0.000,0.000,3.334,4769.316,4768.758,4.519,5.965,8.499,71.363,0.000,0.000,0.000,3.334,6363.884,6363.046,5.841,9.923,14.852,104.654,0.000,0.000,0.000
2,6.667,11817.600,5908.187,5.023,7.415,10.928,88.008,0.000,0.000,0.000,6.667,10933.446,5466.262,4.760,6.615,8.493,71.363,0.000,0.000,0.000,6.668,12701.754,6350.112,5.287,8.215,13.364,104.654,0.000,0.000,0.000
3,10.001,18082.400,6026.798,4.971,7.331,10.676,88.008,0.000,0.000,0.000,10.001,17232.938,5743.779,4.827,6.877,8.922,71.363,0.000,0.000,0.000,10.001,18931.862,6309.816,5.115,7.785,12.429,104.654,0.000,0.000,0.000
4,13.335,24394.600,6097.951,4.955,7.260,10.473,88.008,0.000,0.000,0.000,13.334,23438.191,5858.989,4.824,6.872,9.069,71.363,0.000,0.000,0.000,13.335,25351.009,6336.914,5.087,7.648,11.876,104.654,0.000,0.000,0.000
5,16.669,29396.800,5878.637,4.954,7.284,10.999,116.490,0.000,0.000,0.000,16.668,27115.622,5422.477,4.829,7.021,9.698,72.381,0.000,0.000,0.000,16.669,31677.978,6334.797,5.078,7.546,12.299,160.599,0.000,0.000,0.000
6,20.003,33754.200,5625.001,4.954,7.333,16.053,119.505,0.000,0.000,0.000,20.002,29307.424,4883.935,4.827,7.076,2.924,71.968,0.000,0.000,0.000,20.003,38200.976,6366.067,5.081,7.591,29.182,167.042,0.000,0.000,0.000
7,23.336,38054.200,5435.612,4.960,7.365,58.810,119.505,0.000,0.000,0.000,23.335,31665.326,4522.995,4.848,7.126,-20.975,71.968,0.000,0.000,0.000,23.337,44443.074,6348.228,5.072,7.605,138.596,167.042,0.000,0.000,0.000
8,26.670,42353.600,5293.510,4.964,7.382,82.107,119.584,0.000,0.000,0.000,26.669,33890.332,4235.691,4.865,7.134,0.681,71.985,0.000,0.000,0.000,26.671,50816.868,6351.330,5.064,7.630,163.532,167.182,0.000,0.000,0.000
9,30.004,46791.800,5198.402,4.955,7.388,82.526,119.898,0.000,0.000,0.000,30.003,36119.444,4012.648,4.852,7.109,0.518,72.042,0.000,0.000,0.000,30.005,57464.156,6384.157,5.059,7.666,164.534,167.754,0.000,0.000,0.000
10,33.338,50610.800,5060.406,4.955,7.406,82.760,128.929,0.000,0.000,0.000,33.337,38593.445,3858.724,4.852,7.120,0.742,84.455,0.000,0.000,0.000,33.339,62628.155,6262.088,5.059,7.691,164.779,173.403,0.000,0.000,0.000
11,36.672,54292.200,4934.964,4.963,7.430,82.936,128.929,0.000,0.000,0.000,36.670,40855.213,3713.442,4.862,7.147,0.881,84.455,0.000,0.000,0.000,36.673,67729.187,6156.485,5.064,7.713,164.991,173.403,0.000,0.000,0.000
12,40.006,57806.800,4816.554,4.968,7.512,83.116,131.891,0.000,0.000,0.000,40.004,42679.650,3555.975,4.860,7.124,1.105,85.658,0.000,0.000,0.000,40.007,72933.950,6077.133,5.077,7.900,165.127,178.125,0.000,0.000,0.000
13,43.340,61218.600,4708.454,4.979,7.635,83.282,131.891,0.000,0.000,0.000,43.338,44354.637,3411.249,4.863,7.004,1.475,85.658,0.000,0.000,0.000,43.341,78082.563,6005.660,5.095,8.266,165.088,178.125,0.000,0.000,0.000
14,46.673,64690.000,4620.056,4.987,7.800,83.575,131.891,0.000,0.000,0.000,46.671,45962.432,3282.403,4.849,6.791,2.184,85.658,0.000,0.000,0.000,46.676,83417.568,5957.710,5.125,8.810,164.966,178.125,0.000,0.000,0.000
15,50.007,68137.200,4541.835,5.000,7.977,104.802,149.114,0.000,0.000,0.000,50.005,47603.804,3172.974,4.840,6.550,38.701,75.424,0.000,0.000,0.000,50.010,88670.596,5910.697,5.159,9.405,170.903,222.804,0.000,0.000,0.000
16,53.341,71580.000,4473.112,5.011,8.215,106.701,149.114,0.000,0.000,0.000,53.339,48966.231,3059.783,4.822,6.188,39.575,75.424,0.000,0.000,0.000,53.344,94193.769,5886.441,5.200,10.241,173.827,222.804,0.000,0.000,0.000
17,56.675,74841.200,4401.792,5.023,8.462,106.878,162.949,0.000,0.000,0.000,56.673,50632.611,2977.794,4.810,5.789,39.660,113.364,0.000,0.000,0.000,56.677,99049.789,5825.790,5.235,11.135,174.096,212.534,0.000,0.000,0.000
18,60.009,77495.800,4304.694,5.036,8.730,106.981,163.499,0.000,0.000,0.000,60.006,52910.744,2938.907,4.800,5.438,39.824,114.495,0.000,0.000,0.000,60.011,102080.856,5670.481,5.273,12.022,174.138,212.504,0.000,0.000,0.000
19,63.343,80216.600,4221.309,5.055,8.910,107.105,163.499,0.000,0.000,0.000,63.340,55161.532,2902.667,4.791,5.177,39.977,114.495,0.000,0.000,0.000,63.346,105271.668,5539.951,5.319,12.644,174.234,212.504,0.000,0.000,0.000
20,66.677,82993.200,4149.044,5.067,8.994,107.230,163.499,0.000,0.000,0.000,66.674,57609.139,2879.879,4.781,5.097,40.176,114.495,0.000,0.000,0.000,66.680,108377.261,5418.209,5.353,12.891,174.284,212.504,0.000,0.000,0.000
21,70.011,85963.400,4092.886,5.063,8.965,107.373,165.125,0.000,0.000,0.000,70.007,60722.828,2890.977,4.798,5.219,40.395,117.587,0.000,0.000,0.000,70.014,111203.972,5294.794,5.327,12.711,174.350,212.662,0.000,0.000,0.000
22,73.345,89010.600,4045.329,5.058,8.930,107.510,165.125,0.000,0.000,0.000,73.341,63932.485,2905.432,4.811,5.326,40.733,117.587,0.000,0.000,0.000,73.348,114088.715,5185.226,5.305,12.534,174.287,212.662,0.000,0.000,0.000
23,76.679,92041.600,4001.193,5.053,8.901,107.679,165.125,0.000,0.000,0.000,76.675,67158.700,2919.370,4.825,5.435,41.099,117.587,0.000,0.000,0.000,76.683,116924.500,5083.016,5.281,12.366,174.259,212.662,0.000,0.000,0.000
24,80.013,95105.000,3962.094,5.052,8.860,107.836,165.623,0.000,0.000,0.000,80.008,70287.750,2928.074,4.836,5.530,41.465,118.530,0.000,0.000,0.000,80.017,119922.250,4996.114,5.268,12.189,174.207,212.715,0.000,0.000,0.000
25,83.347,97951.800,3917.460,5.054,8.854,108.030,165.623,0.000,0.000,0.000,83.342,73306.268,2931.672,4.850,5.658,41.968,118.530,0.000,0.000,0.000,83.351,122597.332,4903.248,5.257,12.049,174.091,212.715,0.000,0.000,0.000
26,86.681,100936.400,3881.562,5.055,8.827,108.274,165.623,0.000,0.000,0.000,86.676,76291.076,2933.686,4.862,5.754,42.663,118.530,0.000,0.000,0.000,86.685,125581.724,4829.437,5.249,11.900,173.884,212.715,0.000,0.000,0.000
27,90.014,103959.400,3849.745,5.051,8.801,109.160,165.623,0.000,0.000,0.000,90.009,79506.217,2944.084,4.872,5.847,45.829,118.530,0.000,0.000,0.000,90.019,128412.583,4755.405,5.230,11.754,172.492,212.715,0.000,0.000,0.000
28,93.348,107095.600,3824.244,5.046,8.771,131.242,165.623,0.000,0.000,0.000,93.343,82596.736,2949.292,4.877,5.921,129.047,118.530,0.000,0.000,0.000,93.353,131594.464,4699.195,5.215,11.622,133.437,212.715,0.000,0.000,0.000
29,96.682,110159.400,3798.002,5.041,8.740,131.452,165.623,0.000,0.000,0.000,96.677,85766.419,2956.867,4.885,6.000,129.679,118.530,0.000,0.000,0.000,96.688,134552.381,4639.137,5.198,11.480,133.225,212.715,0.000,0.000,0.000
30,100.000,113191.400,3772.449,5.038,8.711,131.623,165.623,0.000,0.000,0.000,100.000,88813.750,2959.865,4.893,6.075,130.103,118.530,0.000,0.000,0.000,100.000,137569.050,4585.032,5.183,11.346,133.142,212.715,0.000,0.000,0.000
