time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,3457.800,3456.626,4.145,5.964,9.085,438.357,0.000,0.000,0.000,3.334,2975.299,2974.835,3.778,5.138,7.835,-148.943,0.000,0.000,0.000,3.335,3940.301,3938.417,4.512,6.790,10.335,1025.658,0.000,0.000,0.000
2,6.669,7204.000,3600.957,4.128,5.995,9.089,438.357,0.000,0.000,0.000,6.668,6278.549,3138.531,3.744,5.041,7.754,-148.943,0.000,0.000,0.000,6.669,8129.451,4063.383,4.512,6.949,10.424,1025.658,0.000,0.000,0.000
3,10.002,11134.600,3710.633,4.071,5.881,8.807,438.357,0.000,0.000,0.000,10.002,9812.756,3270.189,3.703,4.961,7.267,-148.943,0.000,0.000,0.000,10.003,12456.444,4151.077,4.440,6.801,10.347,1025.658,0.000,0.000,0.000
4,13.336,14983.400,3745.025,4.064,5.877,8.848,438.357,0.000,0.000,0.000,13.336,13261.987,3314.755,3.703,4.941,7.305,-148.943,0.000,0.000,0.000,13.337,16704.813,4175.296,4.424,6.813,10.392,1025.658,0.000,0.000,0.000
5,16.670,18676.600,3734.563,4.098,5.959,8.943,438.357,0.000,0.000,0.000,16.669,16356.808,3270.716,3.677,4.904,7.194,-148.943,0.000,0.000,0.000,16.671,20996.392,4198.409,4.519,7.013,10.692,1025.658,0.000,0.000,0.000
6,20.004,22393.200,3731.380,4.125,5.977,8.983,438.357,0.000,0.000,0.000,20.004,19509.399,3250.952,3.679,4.895,7.142,-148.943,0.000,0.000,0.000,20.005,25277.001,4211.808,4.572,7.059,10.824,1025.658,0.000,0.000,0.000
7,23.338,26314.600,3758.413,4.112,5.904,8.871,438.357,0.000,0.000,0.000,23.338,23202.712,3313.994,3.715,4.934,7.119,-148.943,0.000,0.000,0.000,23.339,29426.488,4202.832,4.509,6.874,10.623,1025.658,0.000,0.000,0.000
8,26.673,30188.200,3772.643,4.109,5.873,8.774,438.357,0.000,0.000,0.000,26.672,26821.695,3351.967,3.738,4.953,7.080,-148.943,0.000,0.000,0.000,26.674,33554.705,4193.319,4.480,6.793,10.469,1025.658,0.000,0.000,0.000
9,30.007,34032.200,3780.504,4.107,5.854,8.733,438.357,0.000,0.000,0.000,30.006,30410.101,3378.186,3.742,4.976,7.123,-148.943,0.000,0.000,0.000,30.007,37654.299,4182.823,4.471,6.732,10.344,1025.658,0.000,0.000,0.000
10,33.341,37908.600,3790.031,4.105,5.843,8.698,438.357,0.000,0.000,0.000,33.340,33678.924,3367.194,3.724,4.903,7.010,-148.943,0.000,0.000,0.000,33.341,42138.276,4212.868,4.485,6.783,10.387,1025.658,0.000,0.000,0.000
