time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,382.200,382.139,1.929,2.386,3.158,237.873,0.000,0.000,0.000,3.334,207.717,207.685,1.863,2.214,2.765,-100.891,0.000,0.000,0.000,3.334,556.683,556.594,1.995,2.557,3.552,576.636,0.000,0.000,0.000
2,6.668,896.800,448.332,1.897,2.303,2.902,237.873,0.000,0.000,0.000,6.667,700.300,350.108,1.814,2.181,2.675,-100.891,0.000,0.000,0.000,6.668,1093.300,546.556,1.979,2.425,3.129,576.636,0.000,0.000,0.000
3,10.001,1404.800,468.197,1.900,2.293,2.844,237.873,0.000,0.000,0.000,10.001,1191.264,397.030,1.795,2.160,2.627,-100.891,0.000,0.000,0.000,10.002,1618.336,539.365,2.004,2.426,3.061,576.636,0.000,0.000,0.000
4,13.335,1916.600,479.080,1.896,2.287,2.805,237.873,0.000,0.000,0.000,13.335,1674.762,418.627,1.790,2.139,2.548,-100.891,0.000,0.000,0.000,13.336,2158.438,539.532,2.002,2.435,3.063,576.636,0.000,0.000,0.000
5,16.669,2435.000,486.923,1.888,2.274,2.791,237.873,0.000,0.000,0.000,16.669,2168.777,433.690,1.785,2.134,2.525,-100.891,0.000,0.000,0.000,16.670,2701.223,540.157,1.991,2.414,3.057,576.636,0.000,0.000,0.000
6,20.003,2957.200,492.791,1.883,2.264,2.785,237.873,0.000,0.000,0.000,20.003,2666.194,444.294,1.785,2.128,2.514,-100.891,0.000,0.000,0.000,20.004,3248.206,541.288,1.981,2.401,3.056,576.636,0.000,0.000,0.000
7,23.337,3474.000,496.212,1.880,2.260,2.780,237.873,0.000,0.000,0.000,23.336,3157.646,451.022,1.783,2.124,2.504,-100.891,0.000,0.000,0.000,23.338,3790.354,541.403,1.977,2.397,3.055,576.636,0.000,0.000,0.000
8,26.671,3994.200,499.201,1.877,2.255,2.778,237.873,0.000,0.000,0.000,26.670,3663.467,457.861,1.785,2.125,2.503,-100.891,0.000,0.000,0.000,26.671,4324.933,540.542,1.970,2.385,3.053,576.636,0.000,0.000,0.000
9,30.004,4496.000,499.482,1.881,2.267,2.811,237.873,0.000,0.000,0.000,30.004,4124.662,458.221,1.789,2.127,2.487,-100.891,0.000,0.000,0.000,30.005,4867.338,540.742,1.973,2.408,3.135,576.636,0.000,0.000,0.000
10,33.338,5019.400,501.866,1.877,2.260,2.803,237.873,0.000,0.000,0.000,33.337,4651.025,465.028,1.796,2.140,2.547,-100.891,0.000,0.000,0.000,33.339,5387.775,538.704,1.958,2.379,3.060,576.636,0.000,0.000,0.000
