time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,2375.600,2375.273,3.002,3.925,5.143,137.091,0.000,0.000,0.000,3.334,1709.124,1708.891,2.795,3.543,4.445,-182.265,0.000,0.000,0.000,3.334,3042.076,3041.654,3.208,4.307,5.841,456.448,0.000,0.000,0.000
2,6.668,5096.000,2547.663,3.002,3.934,5.131,137.760,0.000,0.000,0.000,6.667,4669.296,2334.335,2.820,3.546,4.312,-181.118,0.000,0.000,0.000,6.668,5522.704,2760.990,3.184,4.321,5.949,456.637,0.000,0.000,0.000
3,10.001,7497.800,2498.901,3.020,3.991,5.381,159.456,0.000,0.000,0.000,10.001,6628.024,2208.914,2.860,3.643,4.352,-149.587,0.000,0.000,0.000,10.002,8367.576,2788.888,3.181,4.339,6.409,468.498,0.000,0.000,0.000
4,13.335,9920.400,2479.746,3.027,4.009,7.350,159.652,0.000,0.000,0.000,13.334,8279.275,2069.382,2.864,3.665,1.017,-149.354,0.000,0.000,0.000,13.337,11561.525,2890.110,3.190,4.354,13.682,468.658,0.000,0.000,0.000
5,16.669,12414.000,2482.435,3.019,3.991,29.243,159.705,0.000,0.000,0.000,16.668,9958.647,1991.294,2.847,3.622,-38.061,-149.292,0.000,0.000,0.000,16.671,14869.353,2973.576,3.191,4.359,96.547,468.701,0.000,0.000,0.000
6,20.003,14872.200,2478.319,3.016,3.990,29.381,159.705,0.000,0.000,0.000,20.002,11583.208,1930.101,2.846,3.623,-38.327,-149.292,0.000,0.000,0.000,20.005,18161.192,3026.538,3.186,4.356,97.090,468.701,0.000,0.000,0.000
7,23.337,17294.000,2470.193,3.020,3.996,29.459,159.705,0.000,0.000,0.000,23.335,13221.662,1888.385,2.858,3.654,-38.422,-149.292,0.000,0.000,0.000,23.339,21366.338,3052.000,3.182,4.337,97.341,468.701,0.000,0.000,0.000
8,26.671,19724.600,2465.204,3.022,4.002,29.523,159.705,0.000,0.000,0.000,26.669,14841.377,1854.754,2.859,3.661,-38.451,-149.292,0.000,0.000,0.000,26.673,24607.823,3075.653,3.186,4.343,97.497,468.701,0.000,0.000,0.000
9,30.005,22208.800,2467.277,3.019,3.991,29.567,160.019,0.000,0.000,0.000,30.003,16489.351,1831.734,2.853,3.638,-38.605,-148.920,0.000,0.000,0.000,30.007,27928.249,3102.820,3.184,4.343,97.738,468.959,0.000,0.000,0.000
10,33.339,24664.800,2466.109,3.019,3.991,29.609,160.019,0.000,0.000,0.000,33.336,18100.115,1809.598,2.844,3.621,-38.669,-148.920,0.000,0.000,0.000,33.342,31229.485,3122.620,3.194,4.362,97.887,468.959,0.000,0.000,0.000
11,36.673,27106.600,2463.863,3.018,3.991,29.607,160.019,0.000,0.000,0.000,36.670,19726.152,1792.872,2.843,3.618,-38.673,-148.920,0.000,0.000,0.000,36.676,34487.048,3134.853,3.194,4.364,97.887,468.959,0.000,0.000,0.000
12,40.007,29517.600,2459.428,3.018,3.994,29.649,160.019,0.000,0.000,0.000,40.003,21398.263,1782.776,2.847,3.634,-38.692,-148.920,0.000,0.000,0.000,40.010,37636.937,3136.079,3.189,4.353,97.991,468.959,0.000,0.000,0.000
13,43.341,31772.000,2443.619,3.019,3.999,29.667,182.678,0.000,0.000,0.000,43.337,22964.315,1766.075,2.847,3.637,-38.618,-112.093,0.000,0.000,0.000,43.344,40579.685,3121.163,3.190,4.362,97.951,477.449,0.000,0.000,0.000
14,46.675,33925.000,2422.834,3.019,4.005,29.699,182.678,0.000,0.000,0.000,46.671,24435.254,1744.967,2.853,3.651,-38.608,-112.093,0.000,0.000,0.000,46.678,43414.746,3100.702,3.185,4.358,98.006,477.449,0.000,0.000,0.000
