time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.335,1067442.200,1066690.295,0.001,0.001,0.001,366.667,1088637.200,1096.000,0.998,3.334,318249.874,318084.381,0.001,0.001,0.001,9.408,350684.254,1086.344,0.997,3.337,1816634.526,1815296.209,0.001,0.001,0.001,723.927,1826590.146,1105.656,1.000
2,6.670,2915074.600,1456842.740,0.001,0.001,0.001,366.975,2946216.400,1096.000,1.000,6.668,2101178.070,1050391.211,0.001,0.001,0.000,10.270,2143924.008,1086.344,0.999,6.671,3728971.130,1863294.269,0.001,0.001,0.001,723.681,3748508.792,1105.656,1.000
3,10.004,4688409.200,1562078.313,0.001,0.001,0.001,367.795,4702695.400,1096.000,1.000,10.002,3769251.443,1256045.190,0.001,0.001,0.000,12.559,3783330.804,1086.344,1.000,10.006,5607566.957,1868111.437,0.001,0.001,0.001,723.030,5622059.996,1105.656,1.000
4,13.341,6524367.000,1630132.372,0.001,0.001,0.001,367.795,6541150.000,1096.000,1.000,13.336,5524313.978,1380618.719,0.001,0.001,0.000,12.559,5541740.903,1086.344,1.000,13.345,7524420.022,1879646.026,0.001,0.001,0.001,723.030,7540559.097,1105.656,1.000
5,16.678,8356897.600,1670227.013,0.001,0.001,0.001,367.795,8386087.000,1096.000,1.000,16.668,7207443.980,1441065.651,0.001,0.001,0.000,12.559,7219536.167,1086.344,1.000,16.688,9506351.220,1899388.375,0.001,0.001,0.001,723.030,9552637.833,1105.656,1.000
6,20.012,10201602.200,1699198.066,0.001,0.001,0.001,367.795,10227957.200,1096.000,1.000,20.002,8990790.144,1498025.066,0.001,0.001,0.000,12.559,9010575.542,1086.344,1.000,20.022,11412414.256,1900371.065,0.001,0.001,0.001,723.030,11445338.858,1105.656,1.000
7,23.348,11997857.800,1712879.795,0.001,0.001,0.001,367.795,12026297.200,1096.000,1.000,23.338,10700381.021,1528050.893,0.001,0.001,0.000,12.559,10739935.266,1086.344,1.000,23.358,13295334.579,1897708.697,0.001,0.001,0.001,723.030,13312659.134,1105.656,1.000
8,26.682,13831739.400,1727944.707,0.001,0.001,0.001,367.795,13855957.800,1096.000,1.000,26.673,12589325.248,1573063.594,0.001,0.001,0.000,12.559,12615379.083,1086.344,1.000,26.691,15074153.552,1882825.821,0.001,0.001,0.001,723.030,15096536.517,1105.656,1.000
9,30.018,15660996.000,1739026.692,0.001,0.001,0.001,367.795,15691764.000,1096.000,1.000,30.009,14515543.329,1612294.419,0.001,0.001,0.000,12.559,14543940.290,1086.344,1.000,30.027,16806448.671,1865758.965,0.001,0.001,0.001,723.030,16839587.710,1105.656,1.000
10,33.355,17541120.000,1752930.813,0.001,0.001,0.001,367.795,17556890.800,1096.000,1.000,33.343,16416080.113,1640931.427,0.001,0.001,0.000,12.559,16437020.443,1086.344,1.000,33.368,18666159.887,1864930.199,0.001,0.001,0.001,723.030,18676761.157,1105.656,1.000
