time_s,progress,txns,throughput,p50_ms,p90_ms,p99_ms,max,cache_hits,cache_misses,cache_hit_rate,progress_ci_lower,txns_ci_lower,throughput_ci_lower,p50_ms_ci_lower,p90_ms_ci_lower,p99_ms_ci_lower,max_ci_lower,cache_hits_ci_lower,cache_misses_ci_lower,cache_hit_rate_ci_lower,progress_ci_upper,txns_ci_upper,throughput_ci_upper,p50_ms_ci_upper,p90_ms_ci_upper,p99_ms_ci_upper,max_ci_upper,cache_hits_ci_upper,cache_misses_ci_upper,cache_hit_rate_ci_upper
1,3.334,2589.400,2589.187,38.712,48.005,79.390,91.737,1176.200,1554.600,0.430,3.334,2017.713,2017.514,31.638,39.848,27.412,38.764,900.552,1255.578,0.419,3.334,3161.087,3160.861,45.786,56.162,131.368,144.711,1451.848,1853.622,0.440
2,6.667,5499.000,2749.310,37.162,47.258,73.060,91.737,2618.000,3044.600,0.462,6.667,4487.965,2243.828,30.219,40.137,34.012,38.764,2127.794,2523.322,0.458,6.667,6510.035,3254.793,44.105,54.379,112.107,144.711,3108.206,3565.878,0.466
3,10.001,8424.800,2808.068,36.753,47.284,61.014,91.737,4030.600,4537.400,0.470,10.001,6875.458,2291.650,29.777,40.120,49.313,38.764,3271.034,3755.102,0.466,10.001,9974.142,3324.486,43.729,54.448,72.715,144.711,4790.166,5319.698,0.474
4,13.334,11264.400,2815.880,36.474,47.461,60.031,95.696,5328.400,6016.200,0.470,13.334,9435.137,2358.570,30.113,40.239,48.377,43.636,4490.719,4990.074,0.466,13.335,13093.663,3273.189,42.835,54.684,71.685,147.755,6166.081,7042.326,0.474
5,16.668,13661.400,2732.055,37.323,47.809,59.061,95.853,6326.600,7452.600,0.460,16.668,11686.831,2337.123,31.269,40.675,49.632,43.927,5627.083,6185.586,0.446,16.669,15635.969,3126.987,43.376,54.942,68.490,147.779,7026.117,8719.614,0.475
6,20.002,15746.400,2624.190,38.224,48.647,59.697,95.853,7000.200,8831.000,0.443,20.001,13668.878,2277.918,32.062,41.858,52.377,43.927,6382.889,7381.355,0.425,20.003,17823.922,2970.462,44.385,55.437,67.017,147.779,7617.511,10280.645,0.462
7,23.336,17847.200,2549.343,38.797,48.982,61.368,141.322,7664.800,10267.800,0.428,23.334,15295.446,2184.798,32.167,42.096,52.649,18.641,6808.781,8525.392,0.414,23.337,20398.954,2913.888,45.428,55.867,70.087,264.003,8520.819,12010.208,0.443
8,26.669,19839.400,2479.679,39.240,49.860,76.041,167.982,8360.800,11562.800,0.420,26.668,16285.864,2035.466,32.377,42.606,30.843,48.392,6828.241,9470.002,0.406,26.671,23392.936,2923.892,46.102,57.114,121.240,287.572,9893.359,13655.598,0.433
9,30.003,22405.600,2489.263,38.771,49.860,75.484,167.982,9500.000,13032.000,0.421,30.001,17885.419,1987.030,31.993,42.399,31.556,48.392,7316.095,10671.418,0.409,30.005,26925.781,2991.496,45.549,57.320,119.413,287.572,11683.905,15392.582,0.432
10,33.337,25232.400,2522.991,38.122,49.984,75.275,167.982,10878.000,14490.600,0.427,33.335,19973.408,1997.098,31.390,42.450,34.363,48.392,8231.247,11893.062,0.412,33.338,30491.392,3048.884,44.855,57.518,116.186,287.572,13524.753,17088.138,0.442
11,36.670,28127.600,2556.807,37.916,49.735,74.272,171.062,12322.600,15939.400,0.435,36.669,22394.980,2035.670,31.128,42.254,35.655,56.346,9440.045,13098.847,0.422,36.672,33860.220,3077.944,44.704,57.216,112.889,285.778,15205.155,18779.953,0.448
